LOCN_ID,OBJ_ID,VER_NBR,LOCN_CD,LOCN_NAME,LEVEL_ID,PARENT_LOCN_ID
1591,6a0b0157-78c4-4e93-8116-adf302160269,1,LMCJOURNAL,LMC Journals,5,1578
1592,1badf0bd-955e-4fc8-824f-00a6d2ac341a,1,LMCJRNLOVR,LMC Journals Oversize,5,1578
1593,a2d09a23-b444-4a41-a2f4-d2af2625a623,1,LUCC,LUCC,3,1500
1594,77b0f64b-2abb-4451-a876-db4aaf733ce3,1,MAGINNES,Maginnes Hall,3,1500
1595,d2ecb7e9-7496-4e4a-a0f4-1c2d467075ea,1,IMRC,Maginnes Hall - Int'l Multimedia Res. Ctr.,5,1594
1596,eff1bc52-0861-4985-93f2-de2742e06d59,1,MATH,Math,3,1500
1597,1fb6b053-1040-4a43-b34e-27fa7cb7d02a,1,MT-LIB,MT-LIB,3,1500
1598,cd073dcc-8d47-4f10-b445-6c7246c7dced,1,OFFCMPS,Off Campus,3,1500
1599,b347bce9-385f-477d-ab7a-8de6f5a622b6,1,OFFCAMPBKS,Off Campus Storage - Books,5,1598
1600,5780bb34-f021-4d80-870f-aa6f6ef7ea14,1,OFFCAMPJNL,Off Campus Storage - Journals,5,1598
1601,b59f5057-8a68-4667-928d-010f178b4d48,1,PACKARD,Packard Lab,3,1500
1602,a618631a-3b88-4594-bb94-6609bf013f0d,1,RAUCH,Rauch Business Center,3,1500
1603,c737019a-81ec-41bb-9a16-b11d0ae0c252,1,SINCLAIR,Sinclair,3,1500
1604,4c70cdb9-5b9f-4da3-969d-d7d9db8ad78e,1,WHITAKER,Whitaker Lab,3,1500
1605,f86564fe-8aeb-49cc-b671-90dec898568a,1,WILLIAMS,Williams Hall,3,1500
1606,43c85dd3-c8bb-42a6-92d5-8ca160e787de,1,WWW,Available Online,3,1500
1607,677d182e-d7c7-4eb3-b918-6cc5a1a944ab,1,XMASSAUCON,Christmas-Saucon Hall,3,1500
1608,5477ac7d-ed26-4edb-80e0-86fa1a7a3ec8,1,ZOELLNER,Zoellner Music Library ZAC Room 341,3,1500
1609,c2896391-54ec-44a0-99c6-fd03f9134988,1,MUSIC-DEPT,Music Department,5,1608
1610,639657fe-bdb3-4d96-8ad3-62982deb8f17,1,ZAC_TEMP,Zoellner Music Library Circulating Collection,5,1608
