ENTITY_AFLTN_ID,OBJ_ID,ENTITY_ID,AFLTN_TYP_CD,CAMPUS_CD,DFLT_IND,ACTV_IND
OLE3805,OLE3805,OLE3805,STAFF,BL,Y,Y
OLE3806,OLE3806,OLE3806,STAFF,IN,Y,Y
OLE3807,OLE3807,OLE3807,STAFF,BL,Y,Y
OLE3808,OLE3808,OLE3808,STAFF,IN,Y,Y
OLE3809,OLE3809,OLE3809,STAFF,BL,Y,Y
OLE3810,OLE3810,OLE3810,STAFF,IN,Y,Y
OLE3811,OLE3811,OLE3811,STAFF,EA,Y,Y
OLE3812,OLE3812,OLE3812,STAFF,IN,Y,Y
OLE3813,OLE3813,OLE3813,STAFF,IN,Y,Y
OLE3814,OLE3814,OLE3814,STAFF,SE,Y,Y
OLE3815,OLE3815,OLE3815,STAFF,IN,Y,Y
OLE3816,OLE3816,OLE3816,STAFF,EA,Y,Y
OLE3817,OLE3817,OLE3817,STAFF,IN,Y,Y
OLE3818,OLE3818,OLE3818,STAFF,NW,Y,Y
OLE3819,OLE3819,OLE3819,STAFF,SE,Y,Y
OLE3820,OLE3820,OLE3820,STAFF,BL,Y,Y
OLE3821,OLE3821,OLE3821,STAFF,IN,Y,Y
OLE3822,OLE3822,OLE3822,STAFF,IN,Y,Y
OLE3823,OLE3823,OLE3823,STAFF,IN,Y,Y
OLE3824,OLE3824,OLE3824,STAFF,IN,Y,Y
OLE3825,OLE3825,OLE3825,STAFF,NW,Y,Y
OLE3826,OLE3826,OLE3826,STAFF,BL,Y,Y
OLE3827,OLE3827,OLE3827,STAFF,SB,Y,Y
OLE3828,OLE3828,OLE3828,STAFF,IN,Y,Y
OLE3829,OLE3829,OLE3829,STAFF,EA,Y,Y
OLE3830,OLE3830,OLE3830,STAFF,EA,Y,Y
OLE3831,OLE3831,OLE3831,STAFF,BL,Y,Y
OLE3832,OLE3832,OLE3832,STAFF,BL,Y,Y
OLE3833,OLE3833,OLE3833,STAFF,IN,Y,Y
OLE3834,OLE3834,OLE3834,STAFF,SB,Y,Y
OLE3835,OLE3835,OLE3835,STAFF,BL,Y,Y
OLE3836,OLE3836,OLE3836,STAFF,BL,Y,Y
OLE3837,OLE3837,OLE3837,STAFF,IN,Y,Y
OLE3838,OLE3838,OLE3838,STAFF,BL,Y,Y
OLE3839,OLE3839,OLE3839,STAFF,KO,Y,Y
OLE3840,OLE3840,OLE3840,STAFF,BL,Y,Y
OLE3841,OLE3841,OLE3841,STAFF,BL,Y,Y
OLE3842,OLE3842,OLE3842,STAFF,IN,Y,Y
OLE3843,OLE3843,OLE3843,STAFF,IN,Y,Y
OLE3844,OLE3844,OLE3844,STAFF,IN,Y,Y
OLE3845,OLE3845,OLE3845,STAFF,IN,Y,Y
OLE3846,OLE3846,OLE3846,STAFF,IN,Y,Y
OLE3847,OLE3847,OLE3847,STAFF,BL,Y,Y
OLE3848,OLE3848,OLE3848,STAFF,IN,Y,Y
OLE3849,OLE3849,OLE3849,STAFF,IN,Y,Y
OLE3850,OLE3850,OLE3850,STAFF,IN,Y,Y
OLE3851,OLE3851,OLE3851,STAFF,BL,Y,Y
OLE3852,OLE3852,OLE3852,STAFF,BL,Y,Y
OLE3853,OLE3853,OLE3853,STAFF,BL,Y,Y
OLE3854,OLE3854,OLE3854,STAFF,IN,Y,Y
OLE3855,OLE3855,OLE3855,STAFF,BL,Y,Y
OLE3856,OLE3856,OLE3856,STAFF,BL,Y,Y
OLE3857,OLE3857,OLE3857,STAFF,IN,Y,Y
OLE3858,OLE3858,OLE3858,STAFF,KO,Y,Y
OLE3859,OLE3859,OLE3859,STAFF,BL,Y,Y
OLE3860,OLE3860,OLE3860,STAFF,IN,Y,Y
OLE3861,OLE3861,OLE3861,STAFF,IN,Y,Y
OLE3862,OLE3862,OLE3862,STAFF,BL,Y,Y
OLE3863,OLE3863,OLE3863,STAFF,BL,Y,Y
OLE3864,OLE3864,OLE3864,STAFF,IN,Y,Y
OLE3865,OLE3865,OLE3865,STAFF,IN,Y,Y
OLE3866,OLE3866,OLE3866,STAFF,SB,Y,Y
OLE3867,OLE3867,OLE3867,STAFF,KO,Y,Y
OLE3868,OLE3868,OLE3868,STAFF,IN,Y,Y
OLE3869,OLE3869,OLE3869,STAFF,IN,Y,Y
OLE3870,OLE3870,OLE3870,STAFF,BL,Y,Y
OLE3871,OLE3871,OLE3871,STAFF,IN,Y,Y
OLE3872,OLE3872,OLE3872,STAFF,EA,Y,Y
OLE3873,OLE3873,OLE3873,STAFF,IN,Y,Y
OLE3874,OLE3874,OLE3874,STAFF,EA,Y,Y
OLE3875,OLE3875,OLE3875,STAFF,IN,Y,Y
OLE3876,OLE3876,OLE3876,STAFF,BL,Y,Y
OLE3877,OLE3877,OLE3877,STAFF,IN,Y,Y
OLE3878,OLE3878,OLE3878,STAFF,BL,Y,Y
OLE3879,OLE3879,OLE3879,STAFF,IN,Y,Y
OLE3880,OLE3880,OLE3880,STAFF,IN,Y,Y
OLE3881,OLE3881,OLE3881,FCLTY,EA,Y,Y
OLE3882,OLE3882,OLE3882,FCLTY,IN,Y,Y
OLE3883,OLE3883,OLE3883,FCLTY,BL,Y,Y
OLE3884,OLE3884,OLE3884,STAFF,BL,Y,Y
OLE3885,OLE3885,OLE3885,STAFF,IN,Y,Y
OLE3886,OLE3886,OLE3886,STAFF,BL,Y,Y
OLE3887,OLE3887,OLE3887,STAFF,EA,Y,Y
OLE3888,OLE3888,OLE3888,STAFF,SB,Y,Y
OLE3889,OLE3889,OLE3889,STAFF,BL,Y,Y
OLE3890,OLE3890,OLE3890,STAFF,BL,Y,Y
OLE3891,OLE3891,OLE3891,STAFF,IN,Y,Y
OLE3892,OLE3892,OLE3892,STAFF,IN,Y,Y
OLE3893,OLE3893,OLE3893,STAFF,BL,Y,Y
OLE3894,OLE3894,OLE3894,STAFF,BL,Y,Y
OLE3895,OLE3895,OLE3895,STAFF,KO,Y,Y
OLE3896,OLE3896,OLE3896,STAFF,SE,Y,Y
OLE3897,OLE3897,OLE3897,STAFF,BL,Y,Y
OLE3898,OLE3898,OLE3898,STAFF,BL,Y,Y
OLE3899,OLE3899,OLE3899,STAFF,IN,Y,Y
OLE3900,OLE3900,OLE3900,STAFF,BL,Y,Y
OLE3901,OLE3901,OLE3901,STAFF,EA,Y,Y
OLE3902,OLE3902,OLE3902,STAFF,IN,Y,Y
OLE3903,OLE3903,OLE3903,STAFF,IN,Y,Y
OLE3904,OLE3904,OLE3904,STAFF,BL,Y,Y
OLE3905,OLE3905,OLE3905,STAFF,BL,Y,Y
OLE3906,OLE3906,OLE3906,STAFF,SB,Y,Y
OLE3907,OLE3907,OLE3907,STAFF,EA,Y,Y
OLE3908,OLE3908,OLE3908,STAFF,KO,Y,Y
OLE3909,OLE3909,OLE3909,STAFF,BL,Y,Y
OLE3910,OLE3910,OLE3910,STAFF,IN,Y,Y
OLE3911,OLE3911,OLE3911,STAFF,EA,Y,Y
OLE3912,OLE3912,OLE3912,STAFF,SB,Y,Y
OLE3913,OLE3913,OLE3913,STAFF,IN,Y,Y
OLE3914,OLE3914,OLE3914,STAFF,IN,Y,Y
OLE3915,OLE3915,OLE3915,STAFF,IN,Y,Y
OLE3916,OLE3916,OLE3916,STAFF,IN,Y,Y
OLE3917,OLE3917,OLE3917,STAFF,BL,Y,Y
OLE3918,OLE3918,OLE3918,STAFF,BL,Y,Y
OLE3919,OLE3919,OLE3919,STAFF,BL,Y,Y
OLE3920,OLE3920,OLE3920,STAFF,BL,Y,Y
OLE3921,OLE3921,OLE3921,STAFF,IN,Y,Y
OLE3922,OLE3922,OLE3922,STAFF,IN,Y,Y
OLE3923,OLE3923,OLE3923,STAFF,IN,Y,Y
OLE3924,OLE3924,OLE3924,STAFF,BL,Y,Y
OLE3925,OLE3925,OLE3925,STAFF,EA,Y,Y
OLE3926,OLE3926,OLE3926,STAFF,BL,Y,Y
OLE3927,OLE3927,OLE3927,STAFF,BL,Y,Y
OLE3928,OLE3928,OLE3928,STAFF,IN,Y,Y
OLE3929,OLE3929,OLE3929,STAFF,IN,Y,Y
OLE3930,OLE3930,OLE3930,STAFF,EA,Y,Y
OLE3931,OLE3931,OLE3931,STAFF,BL,Y,Y
OLE3932,OLE3932,OLE3932,STAFF,IN,Y,Y
OLE3933,OLE3933,OLE3933,STAFF,KO,Y,Y
OLE3934,OLE3934,OLE3934,STAFF,BL,Y,Y
OLE3935,OLE3935,OLE3935,STAFF,IN,Y,Y
OLE3936,OLE3936,OLE3936,STAFF,EA,Y,Y
OLE3937,OLE3937,OLE3937,STAFF,IN,Y,Y
OLE3938,OLE3938,OLE3938,STAFF,IN,Y,Y
OLE3939,OLE3939,OLE3939,STAFF,SE,Y,Y
OLE3940,OLE3940,OLE3940,STAFF,EA,Y,Y
OLE3941,OLE3941,OLE3941,STAFF,EA,Y,Y
OLE3942,OLE3942,OLE3942,STAFF,SE,Y,Y
OLE3943,OLE3943,OLE3943,STAFF,IN,Y,Y
OLE3944,OLE3944,OLE3944,STAFF,EA,Y,Y
OLE3945,OLE3945,OLE3945,STAFF,EA,Y,Y
OLE3946,OLE3946,OLE3946,STAFF,SB,Y,Y
OLE3947,OLE3947,OLE3947,STAFF,BL,Y,Y
OLE3948,OLE3948,OLE3948,STAFF,IN,Y,Y
OLE3949,OLE3949,OLE3949,STAFF,SB,Y,Y
OLE3950,OLE3950,OLE3950,STAFF,NW,Y,Y
OLE3951,OLE3951,OLE3951,STAFF,BL,Y,Y
OLE3952,OLE3952,OLE3952,STAFF,BL,Y,Y
OLE3953,OLE3953,OLE3953,STAFF,SB,Y,Y
OLE3954,OLE3954,OLE3954,STAFF,BL,Y,Y
OLE3955,OLE3955,OLE3955,STAFF,IN,Y,Y
OLE3956,OLE3956,OLE3956,STAFF,BL,Y,Y
OLE3957,OLE3957,OLE3957,STAFF,SE,Y,Y
OLE3958,OLE3958,OLE3958,STAFF,IN,Y,Y
OLE3959,OLE3959,OLE3959,STAFF,IN,Y,Y
OLE3960,OLE3960,OLE3960,STAFF,SE,Y,Y
OLE3961,OLE3961,OLE3961,STAFF,KO,Y,Y
OLE3962,OLE3962,OLE3962,STAFF,BL,Y,Y
OLE3963,OLE3963,OLE3963,STAFF,SE,Y,Y
OLE3964,OLE3964,OLE3964,STAFF,IN,Y,Y
OLE3965,OLE3965,OLE3965,STAFF,NW,Y,Y
OLE3966,OLE3966,OLE3966,STAFF,BL,Y,Y
OLE3967,OLE3967,OLE3967,STAFF,SE,Y,Y
OLE3968,OLE3968,OLE3968,STAFF,IN,Y,Y
OLE3969,OLE3969,OLE3969,STAFF,IN,Y,Y
OLE3970,OLE3970,OLE3970,STAFF,BL,Y,Y
OLE3971,OLE3971,OLE3971,STAFF,IN,Y,Y
OLE3972,OLE3972,OLE3972,STAFF,SB,Y,Y
OLE3973,OLE3973,OLE3973,STAFF,IN,Y,Y
OLE3974,OLE3974,OLE3974,STAFF,IN,Y,Y
OLE3975,OLE3975,OLE3975,FCLTY,SE,Y,Y
OLE3976,OLE3976,OLE3976,FCLTY,SB,Y,Y
OLE3977,OLE3977,OLE3977,FCLTY,SB,Y,Y
OLE3978,OLE3978,OLE3978,STAFF,EA,Y,Y
OLE3979,OLE3979,OLE3979,STAFF,IN,Y,Y
OLE3980,OLE3980,OLE3980,STAFF,IN,Y,Y
OLE3981,OLE3981,OLE3981,STAFF,IN,Y,Y
OLE3982,OLE3982,OLE3982,STAFF,IN,Y,Y
OLE3983,OLE3983,OLE3983,STAFF,EA,Y,Y
OLE3984,OLE3984,OLE3984,STAFF,IN,Y,Y
OLE3985,OLE3985,OLE3985,STAFF,IN,Y,Y
OLE3986,OLE3986,OLE3986,STAFF,BL,Y,Y
OLE3987,OLE3987,OLE3987,STAFF,IN,Y,Y
OLE3988,OLE3988,OLE3988,STAFF,BL,Y,Y
OLE3989,OLE3989,OLE3989,STAFF,BL,Y,Y
OLE3990,OLE3990,OLE3990,STAFF,BL,Y,Y
OLE3991,OLE3991,OLE3991,STAFF,IN,Y,Y
OLE3992,OLE3992,OLE3992,STAFF,EA,Y,Y
OLE3993,OLE3993,OLE3993,STAFF,IN,Y,Y
OLE3994,OLE3994,OLE3994,STAFF,SB,Y,Y
OLE3995,OLE3995,OLE3995,STAFF,BL,Y,Y
OLE3996,OLE3996,OLE3996,STAFF,NW,Y,Y
OLE3997,OLE3997,OLE3997,STAFF,BL,Y,Y
OLE3998,OLE3998,OLE3998,STAFF,SE,Y,Y
OLE3999,OLE3999,OLE3999,STAFF,BL,Y,Y
OLE4000,OLE4000,OLE4000,STAFF,SE,Y,Y
OLE4001,OLE4001,OLE4001,STAFF,IN,Y,Y
OLE4002,OLE4002,OLE4002,STAFF,BL,Y,Y
OLE4003,OLE4003,OLE4003,STAFF,IN,Y,Y
OLE4004,OLE4004,OLE4004,STAFF,IN,Y,Y
OLE4005,OLE4005,OLE4005,STAFF,BL,Y,Y
OLE4006,OLE4006,OLE4006,STAFF,BL,Y,Y
OLE4007,OLE4007,OLE4007,STAFF,EA,Y,Y
OLE4008,OLE4008,OLE4008,STAFF,BL,Y,Y
OLE4009,OLE4009,OLE4009,STAFF,BL,Y,Y
OLE4010,OLE4010,OLE4010,STAFF,IN,Y,Y
OLE4011,OLE4011,OLE4011,STAFF,SE,Y,Y
OLE4012,OLE4012,OLE4012,STAFF,BL,Y,Y
OLE4013,OLE4013,OLE4013,STAFF,BL,Y,Y
OLE4014,OLE4014,OLE4014,STAFF,BL,Y,Y
OLE4015,OLE4015,OLE4015,STAFF,BL,Y,Y
OLE4016,OLE4016,OLE4016,STDNT,IN,Y,Y
OLE4017,OLE4017,OLE4017,STAFF,BL,Y,Y
OLE4018,OLE4018,OLE4018,STAFF,SB,Y,Y
OLE4019,OLE4019,OLE4019,STAFF,BL,Y,Y
OLE4020,OLE4020,OLE4020,STAFF,EA,Y,Y
OLE4021,OLE4021,OLE4021,STAFF,NW,Y,Y
OLE4022,OLE4022,OLE4022,STAFF,BL,Y,Y
OLE4023,OLE4023,OLE4023,STAFF,BL,Y,Y
OLE4024,OLE4024,OLE4024,STAFF,BL,Y,Y
OLE4025,OLE4025,OLE4025,STAFF,BL,Y,Y
OLE4026,OLE4026,OLE4026,STDNT,BL,Y,Y
OLE4027,OLE4027,OLE4027,STAFF,BL,Y,Y
OLE4028,OLE4028,OLE4028,STAFF,BL,Y,Y
OLE4029,OLE4029,OLE4029,STAFF,BL,Y,Y
OLE4030,OLE4030,OLE4030,STAFF,IN,Y,Y
OLE4031,OLE4031,OLE4031,STAFF,BL,Y,Y
OLE4032,OLE4032,OLE4032,STAFF,BL,Y,Y
OLE4033,OLE4033,OLE4033,STAFF,BL,Y,Y
OLE4034,OLE4034,OLE4034,STDNT,BL,Y,Y
OLE4035,OLE4035,OLE4035,STAFF,,Y,Y
OLE4036,OLE4036,OLE4036,STAFF,BL,Y,Y
OLE4042,OLE4042,OLE4042,STAFF,IN,Y,Y
OLE4043,OLE4043,OLE4043,STDNT,BL,Y,Y
OLE4044,OLE4044,OLE4044,STDNT,IN,Y,Y
OLE4045,OLE4045,OLE4045,STDNT,BL,Y,Y
OLE4046,OLE4046,OLE4046,STDNT,IN,Y,Y
OLE4047,OLE4047,OLE4047,STAFF,BL,Y,Y
OLE4048,OLE4048,OLE4048,STAFF,BL,Y,Y
OLE4049,OLE4049,OLE4049,STAFF,BL,Y,Y
OLE4050,OLE4050,OLE4050,STAFF,BL,Y,Y
OLE4051,OLE4051,OLE4051,STAFF,BL,Y,Y
OLE4052,OLE4052,OLE4052,STAFF,BL,Y,Y
OLE4053,OLE4053,OLE4053,STAFF,BL,Y,Y
OLE4054,OLE4054,OLE4054,STAFF,BL,Y,Y
OLE4055,OLE4055,OLE4055,STAFF,BL,Y,Y
OLE4056,OLE4056,OLE4056,STAFF,BL,Y,Y
OLE4057,OLE4057,OLE4057,STAFF,BL,Y,Y
OLE4058,OLE4058,OLE4058,STAFF,BL,Y,Y
OLE4059,OLE4059,OLE4059,STAFF,BL,Y,Y
OLE4060,OLE4060,OLE4060,STAFF,BL,Y,Y
OLE4061,OLE4061,OLE4061,STAFF,BL,Y,Y
OLE4062,OLE4062,OLE4062,STAFF,BL,Y,Y
OLE4063,OLE4063,OLE4063,STAFF,BL,Y,Y
OLE4064,OLE4064,OLE4064,STAFF,BL,Y,Y
OLE4065,OLE4065,OLE4065,STAFF,BL,Y,Y
OLE4066,OLE4066,OLE4066,STAFF,BL,Y,Y
OLE4067,OLE4067,OLE4067,STAFF,BL,Y,Y
OLE4068,OLE4068,OLE4068,STAFF,BL,Y,Y
OLE4069,OLE4069,OLE4069,STAFF,BL,Y,Y
OLE4070,OLE4070,OLE4070,STAFF,BL,Y,Y
OLE4071,OLE4071,OLE4071,STAFF,BL,Y,Y
OLE4072,OLE4072,OLE4072,STAFF,BL,Y,Y
OLE4073,OLE4073,OLE4073,STAFF,BL,Y,Y
OLE4074,OLE4074,OLE4074,STAFF,BL,Y,Y
OLE4075,OLE4075,OLE4075,STAFF,BL,Y,Y
OLE4076,OLE4076,OLE4076,STAFF,BL,Y,Y
OLE4077,OLE4077,OLE4077,STAFF,BL,Y,Y
OLE4078,OLE4078,OLE4078,STAFF,BL,Y,Y
OLE4079,OLE4079,OLE4079,STAFF,BL,Y,Y
OLE4080,OLE4080,OLE4080,STAFF,BL,Y,Y
OLE4081,OLE4081,OLE4081,STAFF,BL,Y,Y
OLE4082,OLE4082,OLE4082,STAFF,BL,Y,Y
OLE4083,OLE4083,OLE4083,STAFF,BL,Y,Y
OLE4084,OLE4084,OLE4084,STAFF,BL,Y,Y
OLE4085,OLE4085,OLE4085,STAFF,BL,Y,Y
OLE4086,OLE4086,OLE4086,STAFF,BL,Y,Y
OLE4087,OLE4087,OLE4087,STAFF,BL,Y,Y
OLE4088,OLE4088,OLE4088,STAFF,BL,Y,Y
OLE4089,OLE4089,OLE4089,STAFF,BL,Y,Y
OLE4090,OLE4090,OLE4090,STAFF,BL,Y,Y
OLE4091,OLE4091,OLE4091,STAFF,BL,Y,Y
OLE4092,OLE4092,OLE4092,STAFF,BL,Y,Y
OLE4093,OLE4093,OLE4093,STAFF,BL,Y,Y
OLE4094,OLE4094,OLE4094,STAFF,BL,Y,Y
OLE4095,OLE4095,OLE4095,STAFF,BL,Y,Y
OLE4096,OLE4096,OLE4096,STAFF,BL,Y,Y
OLE4097,OLE4097,OLE4097,STAFF,BL,Y,Y
OLE4098,OLE4098,OLE4098,STAFF,BL,Y,Y
OLE4099,OLE4099,OLE4099,STAFF,BL,Y,Y
OLE4100,OLE4100,OLE4100,STAFF,BL,Y,Y
OLE4101,OLE4101,OLE4101,STAFF,BL,Y,Y
OLE4102,OLE4102,OLE4102,STAFF,BL,Y,Y
OLE4103,OLE4103,OLE4103,STAFF,BL,Y,Y
OLE4104,OLE4104,OLE4104,STAFF,BL,Y,Y
OLE4105,OLE4105,OLE4105,STAFF,BL,Y,Y
OLE4106,OLE4106,OLE4106,STAFF,BL,Y,Y
OLE4107,OLE4107,OLE4107,STAFF,BL,Y,Y
OLE4108,OLE4108,OLE4108,STAFF,BL,Y,Y
OLE4109,OLE4109,OLE4109,STAFF,BL,Y,Y
OLE4110,OLE4110,OLE4110,STAFF,BL,Y,Y
OLE4111,OLE4111,OLE4111,STAFF,BL,Y,Y
OLE4112,OLE4112,OLE4112,STAFF,BL,Y,Y
OLE4113,OLE4113,OLE4113,STAFF,BL,Y,Y
OLE4114,OLE4114,OLE4114,STAFF,BL,Y,Y
OLE4115,OLE4115,OLE4115,STAFF,BL,Y,Y
OLE4116,OLE4116,OLE4116,STAFF,BL,Y,Y
olequickstart,olequickstart,olequickstart,STAFF,BL,Y,Y
