ENTITY_EMP_ID,OBJ_ID,ENTITY_ID,ENTITY_AFLTN_ID,EMP_STAT_CD,EMP_TYP_CD,BASE_SLRY_AMT,PRMRY_IND,ACTV_IND,PRMRY_DEPT_CD,EMP_ID,EMP_REC_ID
OLE3352,OLE3352,OLE3352,OLE3352,A,P,50000,Y,Y,IN-INFO,109064,1
OLE3353,OLE3353,OLE3353,OLE3353,A,P,50000,Y,Y,IN-HR,109516,1
OLE3354,OLE3354,OLE3354,OLE3354,R,P,50000,Y,Y,IN-ANES,109979,1
OLE3355,OLE3355,OLE3355,OLE3355,R,N,50000,Y,Y,IN-PNEO,110089,1
OLE3356,OLE3356,OLE3356,OLE3356,A,P,50000,Y,Y,UA-ALUM,110164,1
OLE3357,OLE3357,OLE3357,OLE3357,A,P,50000,Y,Y,BA-RPAS,110189,1
OLE3358,OLE3358,OLE3358,OLE3358,A,N,50000,Y,Y,BL-KINE,110260,1
OLE3359,OLE3359,OLE3359,OLE3359,A,P,50000,Y,Y,IN-DMAS,110311,1
OLE3360,OLE3360,OLE3360,OLE3360,A,P,50000,Y,Y,BA-BKST,110486,1
OLE3361,OLE3361,OLE3361,OLE3361,P,P,50000,Y,Y,BL-EDUC,110495,1
OLE3362,OLE3362,OLE3362,OLE3362,A,N,50000,Y,Y,BL-CSCI,110520,1
OLE3363,OLE3363,OLE3363,OLE3363,A,P,50000,Y,Y,EA-NURS,110528,1
OLE3364,OLE3364,OLE3364,OLE3364,A,N,50000,Y,Y,BA-IDS,110555,1
OLE3365,OLE3365,OLE3365,OLE3365,A,P,50000,Y,Y,IN-HPHY,110596,1
OLE3366,OLE3366,OLE3366,OLE3366,A,P,50000,Y,Y,UA-MASV,110613,1
OLE3367,OLE3367,OLE3367,OLE3367,A,N,50000,Y,Y,IN-MRES,110620,1
OLE3368,OLE3368,OLE3368,OLE3368,A,P,50000,Y,Y,SE-CSP,110626,1
OLE3369,OLE3369,OLE3369,OLE3369,A,P,50000,Y,Y,IN-ADAF,110767,1
OLE3370,OLE3370,OLE3370,OLE3370,A,P,50000,Y,Y,BL-ARSD,110785,1
OLE3371,OLE3371,OLE3371,OLE3371,A,P,50000,Y,Y,IN-PULM,110830,1
OLE3372,OLE3372,OLE3372,OLE3372,T,P,50000,Y,Y,BL-PSY,110838,1
OLE3373,OLE3373,OLE3373,OLE3373,A,N,50000,Y,Y,IN-IN,110849,1
OLE3374,OLE3374,OLE3374,OLE3374,A,P,50000,Y,Y,,110854,1
OLE3375,OLE3375,OLE3375,OLE3375,T,P,50000,Y,Y,IN-IN,110905,1
OLE3376,OLE3376,OLE3376,OLE3376,A,P,50000,Y,Y,BL-OPT,110936,1
OLE3377,OLE3377,OLE3377,OLE3377,A,P,50000,Y,Y,BL-RUAD,110944,1
OLE3378,OLE3378,OLE3378,OLE3378,A,P,50000,Y,Y,BL-CHEM,110981,1
OLE3379,OLE3379,OLE3379,OLE3379,A,P,50000,Y,Y,IN-AHLT,111229,1
OLE3380,OLE3380,OLE3380,OLE3380,A,P,50000,Y,Y,BL-CCCS,111467,1
OLE3381,OLE3381,OLE3381,OLE3381,A,P,50000,Y,Y,IN-PAY,111675,1
OLE3382,OLE3382,OLE3382,OLE3382,T,P,50000,Y,Y,IN-PUBL,111948,1
OLE3383,OLE3383,OLE3383,OLE3383,A,P,50000,Y,Y,KO-PHYP,112236,1
OLE3384,OLE3384,OLE3384,OLE3384,A,P,50000,Y,Y,UA-PD,112311,1
OLE3385,OLE3385,OLE3385,OLE3385,A,P,50000,Y,Y,UA-BFPU,112514,1
OLE3386,OLE3386,OLE3386,OLE3386,T,P,50000,Y,Y,BA-RPAS,113804,1
OLE3387,OLE3387,OLE3387,OLE3387,A,P,50000,Y,Y,BL-RUAD,114160,1
OLE3388,OLE3388,OLE3388,OLE3388,A,N,50000,Y,Y,BA-IUHC,114414,1
OLE3389,OLE3389,OLE3389,OLE3389,A,P,50000,Y,Y,SB-ADMS,114587,1
OLE3390,OLE3390,OLE3390,OLE3390,A,P,50000,Y,Y,UA-FMOP,114729,1
OLE3391,OLE3391,OLE3391,OLE3391,A,P,50000,Y,Y,BL-CHEM,114972,1
OLE3392,OLE3392,OLE3392,OLE3392,A,P,50000,Y,Y,IN-PSYC,115015,1
OLE3393,OLE3393,OLE3393,OLE3393,A,P,50000,Y,Y,BL-SSER,115029,1
OLE3394,OLE3394,OLE3394,OLE3394,A,N,50000,Y,Y,BL-NURS,116219,1
OLE3395,OLE3395,OLE3395,OLE3395,R,P,50000,Y,Y,IN-IN,116283,1
OLE3396,OLE3396,OLE3396,OLE3396,A,P,50000,Y,Y,UA-VPIT,116499,1
OLE3397,OLE3397,OLE3397,OLE3397,A,P,50000,Y,Y,BL-INFO,116509,1
OLE3398,OLE3398,OLE3398,OLE3398,A,P,50000,Y,Y,UA-VPAD,116529,1
OLE3399,OLE3399,OLE3399,OLE3399,A,P,50000,Y,Y,NW-BUS,116530,1
OLE3400,OLE3400,OLE3400,OLE3400,R,P,50000,Y,Y,BL-BL,116612,1
OLE3401,OLE3401,OLE3401,OLE3401,A,P,50000,Y,Y,EA-BSSD,116659,1
OLE3402,OLE3402,OLE3402,OLE3402,T,P,50000,Y,Y,IN-RADY,116757,1
OLE3403,OLE3403,OLE3403,OLE3403,A,P,50000,Y,Y,IN-INFO,116793,1
OLE3404,OLE3404,OLE3404,OLE3404,A,P,50000,Y,Y,EA-HUMR,116866,1
OLE3405,OLE3405,OLE3405,OLE3405,A,P,50000,Y,Y,BA-MOTR,117029,1
OLE3406,OLE3406,OLE3406,OLE3406,A,P,50000,Y,Y,SB-ASST,117163,1
OLE3407,OLE3407,OLE3407,OLE3407,A,P,50000,Y,Y,BA-BKST,117234,1
OLE3408,OLE3408,OLE3408,OLE3408,A,P,50000,Y,Y,IN-OPTH,117350,1
OLE3409,OLE3409,OLE3409,OLE3409,A,P,50000,Y,Y,IN-RESG,117476,1
OLE3410,OLE3410,OLE3410,OLE3410,A,P,50000,Y,Y,UA-HUMM,117662,1
OLE3411,OLE3411,OLE3411,OLE3411,A,P,50000,Y,Y,IN-PHTX,117990,1
OLE3412,OLE3412,OLE3412,OLE3412,A,N,50000,Y,Y,BL-CSC,118334,1
OLE3413,OLE3413,OLE3413,OLE3413,A,P,50000,Y,Y,BL-BUS,118783,1
OLE3414,OLE3414,OLE3414,OLE3414,A,P,50000,Y,Y,IN-EXTA,118985,1
OLE3415,OLE3415,OLE3415,OLE3415,A,P,50000,Y,Y,UA-FMOP,119201,1
OLE3416,OLE3416,OLE3416,OLE3416,A,P,50000,Y,Y,BL-RUAD,119750,1
OLE3417,OLE3417,OLE3417,OLE3417,A,P,50000,Y,Y,BL-RUAD,119908,1
OLE3418,OLE3418,OLE3418,OLE3418,A,P,50000,Y,Y,IN-MRES,119933,1
OLE3419,OLE3419,OLE3419,OLE3419,A,P,50000,Y,Y,IN-PSYC,121049,1
OLE3420,OLE3420,OLE3420,OLE3420,A,N,50000,Y,Y,BL-ACSP,121321,1
OLE3421,OLE3421,OLE3421,OLE3421,T,P,50000,Y,Y,IN-BUDG,121702,1
OLE3422,OLE3422,OLE3422,OLE3422,A,P,50000,Y,Y,BL-OPT,121926,1
OLE3423,OLE3423,OLE3423,OLE3423,A,P,50000,Y,Y,UA-VPPF,122128,1
OLE3424,OLE3424,OLE3424,OLE3424,A,P,50000,Y,Y,IN-DMFA,122156,1
OLE3425,OLE3425,OLE3425,OLE3425,A,P,50000,Y,Y,IN-SPEA,122527,1
OLE3426,OLE3426,OLE3426,OLE3426,A,P,50000,Y,Y,UA-VPIT,122586,1
OLE3427,OLE3427,OLE3427,OLE3427,A,P,50000,Y,Y,BL-PSY,122703,1
OLE3428,OLE3428,OLE3428,OLE3428,A,N,50000,Y,Y,BL-BL,123062,1
OLE3429,OLE3429,OLE3429,OLE3429,A,P,50000,Y,Y,IN-UROL,123282,1
OLE3430,OLE3430,OLE3430,OLE3430,A,P,50000,Y,Y,SB-INTP,123497,1
OLE3431,OLE3431,OLE3431,OLE3431,A,P,50000,Y,Y,NW-SOCW,123519,1
OLE3432,OLE3432,OLE3432,OLE3432,A,P,50000,Y,Y,BL-ARSD,123816,1
OLE3433,OLE3433,OLE3433,OLE3433,A,P,50000,Y,Y,BL-GEOG,123819,1
OLE3434,OLE3434,OLE3434,OLE3434,R,P,50000,Y,Y,NW-NW,123995,1
OLE3435,OLE3435,OLE3435,OLE3435,A,P,50000,Y,Y,IN-PEDC,124761,1
OLE3436,OLE3436,OLE3436,OLE3436,A,P,50000,Y,Y,BL-BL,124947,1
OLE3437,OLE3437,OLE3437,OLE3437,P,P,50000,Y,Y,EA-HUFA,125563,1
OLE3438,OLE3438,OLE3438,OLE3438,A,P,50000,Y,Y,BL-LIBR,125945,1
OLE3439,OLE3439,OLE3439,OLE3439,A,P,50000,Y,Y,BL-BL,126353,1
OLE3440,OLE3440,OLE3440,OLE3440,A,P,50000,Y,Y,UA-SCS,126566,1
OLE3441,OLE3441,OLE3441,OLE3441,P,P,50000,Y,Y,BL-PSY,127139,1
OLE3442,OLE3442,OLE3442,OLE3442,T,P,50000,Y,Y,SB-SB,127142,1
OLE3443,OLE3443,OLE3443,OLE3443,A,P,50000,Y,Y,BA-BKST,127173,1
OLE3444,OLE3444,OLE3444,OLE3444,R,P,50000,Y,Y,IN-IN,127337,1
OLE3445,OLE3445,OLE3445,OLE3445,A,P,50000,Y,Y,KO-ACSP,127571,1
OLE3446,OLE3446,OLE3446,OLE3446,P,P,50000,Y,Y,BL-BI,127574,1
OLE3447,OLE3447,OLE3447,OLE3447,A,P,50000,Y,Y,IN-SNEU,127730,1
OLE3448,OLE3448,OLE3448,OLE3448,A,P,50000,Y,Y,KO-ARSC,128294,1
OLE3449,OLE3449,OLE3449,OLE3449,A,P,50000,Y,Y,UA-UART,128450,1
OLE3450,OLE3450,OLE3450,OLE3450,T,P,50000,Y,Y,KO-FAFF,128465,1
OLE3451,OLE3451,OLE3451,OLE3451,A,P,50000,Y,Y,NW-LIBR,128499,1
OLE3452,OLE3452,OLE3452,OLE3452,A,P,50000,Y,Y,IN-COME,128746,1
OLE3453,OLE3453,OLE3453,OLE3453,R,P,50000,Y,Y,BL-ARSD,128841,1
OLE3454,OLE3454,OLE3454,OLE3454,A,P,50000,Y,Y,BL-BL,129038,1
OLE3455,OLE3455,OLE3455,OLE3455,A,P,50000,Y,Y,BL-EDUC,129289,1
OLE3456,OLE3456,OLE3456,OLE3456,A,N,50000,Y,Y,BL-PSY,129997,1
OLE3457,OLE3457,OLE3457,OLE3457,A,P,50000,Y,Y,BL-BL,130056,1
OLE3458,OLE3458,OLE3458,OLE3458,A,P,50000,Y,Y,BL-BL,130141,1
OLE3459,OLE3459,OLE3459,OLE3459,A,P,50000,Y,Y,IN-SCI,130520,1
OLE3460,OLE3460,OLE3460,OLE3460,A,P,50000,Y,Y,EA-SMD,130674,1
OLE3461,OLE3461,OLE3461,OLE3461,A,P,50000,Y,Y,IN-PPUL,130718,1
OLE3462,OLE3462,OLE3462,OLE3462,T,P,50000,Y,Y,,130731,1
OLE3463,OLE3463,OLE3463,OLE3463,A,P,50000,Y,Y,IN-DSAD,130943,1
OLE3464,OLE3464,OLE3464,OLE3464,A,P,50000,Y,Y,IN-IN,131030,1
OLE3465,OLE3465,OLE3465,OLE3465,A,P,50000,Y,Y,IN-ENGT,131245,1
OLE3466,OLE3466,OLE3466,OLE3466,A,P,50000,Y,Y,IN-ETHC,131387,1
OLE3467,OLE3467,OLE3467,OLE3467,A,P,50000,Y,Y,IN-ECON,131528,1
OLE3468,OLE3468,OLE3468,OLE3468,A,P,50000,Y,Y,BL-PSY,131838,1
OLE3469,OLE3469,OLE3469,OLE3469,A,P,50000,Y,Y,BA-RPAS,132007,1
OLE3470,OLE3470,OLE3470,OLE3470,A,P,50000,Y,Y,IN-HEMO,132244,1
OLE3471,OLE3471,OLE3471,OLE3471,T,P,50000,Y,Y,EA-EA,132500,1
OLE3472,OLE3472,OLE3472,OLE3472,A,P,50000,Y,Y,IN-MDCO,132653,1
OLE3473,OLE3473,OLE3473,OLE3473,R,P,50000,Y,Y,SB-SB,132776,1
OLE3474,OLE3474,OLE3474,OLE3474,A,P,50000,Y,Y,SE-EDUC,132954,1
OLE3475,OLE3475,OLE3475,OLE3475,A,P,50000,Y,Y,IN-SOCW,132964,1
OLE3476,OLE3476,OLE3476,OLE3476,T,N,50000,Y,Y,SB-FAFF,132994,1
OLE3477,OLE3477,OLE3477,OLE3477,A,P,50000,Y,Y,NW-CHEM,133003,1
OLE3478,OLE3478,OLE3478,OLE3478,A,P,50000,Y,Y,SB-STAF,133458,1
OLE3479,OLE3479,OLE3479,OLE3479,A,P,50000,Y,Y,BL-BL,133476,1
OLE3480,OLE3480,OLE3480,OLE3480,A,P,50000,Y,Y,IN-INFO,133516,1
OLE3481,OLE3481,OLE3481,OLE3481,A,P,50000,Y,Y,SB-COMR,134137,1
OLE3482,OLE3482,OLE3482,OLE3482,A,P,50000,Y,Y,BL-SOC,134532,1
OLE3483,OLE3483,OLE3483,OLE3483,T,P,50000,Y,Y,,134662,1
OLE3484,OLE3484,OLE3484,OLE3484,A,P,50000,Y,Y,EA-BSSD,135006,1
OLE3485,OLE3485,OLE3485,OLE3485,R,P,50000,Y,Y,IN-STLI,135134,1
OLE3486,OLE3486,OLE3486,OLE3486,T,P,50000,Y,Y,IN-ENRL,135160,1
OLE3487,OLE3487,OLE3487,OLE3487,A,P,50000,Y,Y,SE-INTG,135285,1
OLE3488,OLE3488,OLE3488,OLE3488,A,P,50000,Y,Y,IN-MSCI,135457,1
OLE3489,OLE3489,OLE3489,OLE3489,A,P,50000,Y,Y,BL-GEOY,135478,1
OLE3490,OLE3490,OLE3490,OLE3490,A,P,50000,Y,Y,BL-BL,135501,1
OLE3491,OLE3491,OLE3491,OLE3491,A,P,50000,Y,Y,BL-CMLT,135507,1
OLE3492,OLE3492,OLE3492,OLE3492,A,P,50000,Y,Y,SB-SOCA,135524,1
OLE3493,OLE3493,OLE3493,OLE3493,A,N,50000,Y,Y,BL-BL,135630,1
OLE3494,OLE3494,OLE3494,OLE3494,A,P,50000,Y,Y,BL-BL,135640,1
OLE3495,OLE3495,OLE3495,OLE3495,A,P,50000,Y,Y,BL-BL,136397,1
OLE3496,OLE3496,OLE3496,OLE3496,A,P,50000,Y,Y,SB-SFP,136666,1
OLE3497,OLE3497,OLE3497,OLE3497,R,P,50000,Y,Y,SE-SE,136940,1
OLE3498,OLE3498,OLE3498,OLE3498,A,P,50000,Y,Y,SE-HUMM,136981,1
OLE3499,OLE3499,OLE3499,OLE3499,A,P,50000,Y,Y,SB-COLS,137056,1
OLE3500,OLE3500,OLE3500,OLE3500,A,P,50000,Y,Y,SE-IRES,137266,1
OLE3501,OLE3501,OLE3501,OLE3501,A,P,50000,Y,Y,BL-BUS,137360,1
OLE3502,OLE3502,OLE3502,OLE3502,A,P,50000,Y,Y,BL-RTVS,137440,1
OLE3503,OLE3503,OLE3503,OLE3503,T,P,50000,Y,Y,IN-DMFA,137452,1
OLE3504,OLE3504,OLE3504,OLE3504,R,P,50000,Y,Y,EA-EXAF,137654,1
OLE3505,OLE3505,OLE3505,OLE3505,R,P,50000,Y,Y,SB-HIST,138046,1
OLE3506,OLE3506,OLE3506,OLE3506,A,P,50000,Y,Y,SB-PEA,138205,1
OLE3507,OLE3507,OLE3507,OLE3507,A,P,50000,Y,Y,SE-OACA,138237,1
OLE3508,OLE3508,OLE3508,OLE3508,A,P,50000,Y,Y,BL-FOLK,138527,1
OLE3509,OLE3509,OLE3509,OLE3509,A,P,50000,Y,Y,BL-ARSD,138531,1
OLE3510,OLE3510,OLE3510,OLE3510,A,P,50000,Y,Y,IN-HEMO,138665,1
OLE3511,OLE3511,OLE3511,OLE3511,A,P,50000,Y,Y,IN-PLAN,138861,1
OLE3512,OLE3512,OLE3512,OLE3512,A,P,50000,Y,Y,NW-SSER,138864,1
OLE3513,OLE3513,OLE3513,OLE3513,A,N,50000,Y,Y,IN-NEUR,138990,1
OLE3514,OLE3514,OLE3514,OLE3514,R,P,50000,Y,Y,SE-EXEC,139545,1
OLE3515,OLE3515,OLE3515,OLE3515,A,P,50000,Y,Y,BL-TAAL,139564,1
OLE3516,OLE3516,OLE3516,OLE3516,T,P,50000,Y,Y,IN-PHP,139641,1
OLE3517,OLE3517,OLE3517,OLE3517,A,P,50000,Y,Y,EA-HUFA,139660,1
OLE3518,OLE3518,OLE3518,OLE3518,A,P,50000,Y,Y,SB-COLS,139888,1
OLE3519,OLE3519,OLE3519,OLE3519,A,P,50000,Y,Y,IN-STLI,140010,1
OLE3520,OLE3520,OLE3520,OLE3520,A,P,50000,Y,Y,BL-ARSD,140222,1
OLE3521,OLE3521,OLE3521,OLE3521,A,P,50000,Y,Y,SB-HIST,140266,1
OLE3522,OLE3522,OLE3522,OLE3522,P,P,50000,Y,Y,SB-EDUC,140293,1
OLE3523,OLE3523,OLE3523,OLE3523,A,P,50000,Y,Y,BL-EDUC,140506,1
OLE3524,OLE3524,OLE3524,OLE3524,A,P,50000,Y,Y,IN-OPTH,140753,1
OLE3525,OLE3525,OLE3525,OLE3525,A,P,50000,Y,Y,UA-FMOP,141224,1
OLE3526,OLE3526,OLE3526,OLE3526,A,P,50000,Y,Y,NW-SPEA,141675,1
OLE3527,OLE3527,OLE3527,OLE3527,A,P,50000,Y,Y,BL-OASD,141683,1
OLE3528,OLE3528,OLE3528,OLE3528,A,P,50000,Y,Y,BL-OASD,141945,1
OLE3529,OLE3529,OLE3529,OLE3529,A,P,50000,Y,Y,SB-MAS,142073,1
OLE3530,OLE3530,OLE3530,OLE3530,A,P,50000,Y,Y,SE-BUS,142219,1
OLE3531,OLE3531,OLE3531,OLE3531,R,P,50000,Y,Y,BA-IMAU,142429,1
OLE3532,OLE3532,OLE3532,OLE3532,A,P,50000,Y,Y,BL-CMLT,142451,1
OLE3533,OLE3533,OLE3533,OLE3533,A,P,50000,Y,Y,SE-BUS,142537,1
OLE3534,OLE3534,OLE3534,OLE3534,A,P,50000,Y,Y,BL-BL,142546,1
OLE3535,OLE3535,OLE3535,OLE3535,A,P,50000,Y,Y,IN-SGEN,142697,1
OLE3536,OLE3536,OLE3536,OLE3536,A,P,50000,Y,Y,SE-HMAN,143028,1
OLE3537,OLE3537,OLE3537,OLE3537,A,P,50000,Y,Y,BL-SPAN,143062,1
OLE3538,OLE3538,OLE3538,OLE3538,A,P,50000,Y,Y,BL-BL,143750,1
OLE3539,OLE3539,OLE3539,OLE3539,A,P,50000,Y,Y,BL-BL,144007,1
OLE3540,OLE3540,OLE3540,OLE3540,A,P,50000,Y,Y,BL-LIBR,144016,1
OLE3541,OLE3541,OLE3541,OLE3541,A,P,50000,Y,Y,BL-ARSD,1855,1
OLE3542,OLE3542,OLE3542,OLE3542,A,N,50000,Y,Y,BL-BL,144238,1
OLE3543,OLE3543,OLE3543,OLE3543,A,P,50000,Y,Y,BL-EDUC,144354,1
OLE3544,OLE3544,OLE3544,OLE3544,A,P,50000,Y,Y,BL-PSY,144390,1
OLE3545,OLE3545,OLE3545,OLE3545,A,P,50000,Y,Y,BL-BL,144535,1
OLE3546,OLE3546,OLE3546,OLE3546,A,P,50000,Y,Y,IN-MDCO,144561,1
OLE3547,OLE3547,OLE3547,OLE3547,A,P,50000,Y,Y,SB-SART,144567,1
OLE3548,OLE3548,OLE3548,OLE3548,A,P,50000,Y,Y,SB-SART,144709,1
OLE3549,OLE3549,OLE3549,OLE3549,A,P,50000,Y,Y,BL-POLS,144810,1
OLE3550,OLE3550,OLE3550,OLE3550,A,P,50000,Y,Y,BL-PSY,1856,1
OLE3551,OLE3551,OLE3551,OLE3551,A,P,50000,Y,Y,UA-FMOP,144962,1
OLE3552,OLE3552,OLE3552,OLE3552,T,P,50000,Y,Y,,145037,1
OLE3553,OLE3553,OLE3553,OLE3553,A,P,50000,Y,Y,BL-BL,145134,1
OLE3554,OLE3554,OLE3554,OLE3554,A,P,50000,Y,Y,BL-VPGA,145155,1
OLE3555,OLE3555,OLE3555,OLE3555,A,P,50000,Y,Y,BL-ARSD,145177,1
OLE3556,OLE3556,OLE3556,OLE3556,T,P,50000,Y,Y,IN-NUTR,145638,1
OLE3557,OLE3557,OLE3557,OLE3557,A,P,50000,Y,Y,SE-SOCS,145664,1
OLE3558,OLE3558,OLE3558,OLE3558,R,P,50000,Y,Y,IN-IN,145897,1
OLE3559,OLE3559,OLE3559,OLE3559,A,P,50000,Y,Y,SB-ENG,146044,1
OLE3560,OLE3560,OLE3560,OLE3560,A,P,50000,Y,Y,IN-NURS,146228,1
OLE3561,OLE3561,OLE3561,OLE3561,A,P,50000,Y,Y,IN-PATH,146353,1
OLE3562,OLE3562,OLE3562,OLE3562,P,P,50000,Y,Y,SE-SOCS,146536,1
OLE3563,OLE3563,OLE3563,OLE3563,A,P,50000,Y,Y,IN-PD,146658,1
OLE3564,OLE3564,OLE3564,OLE3564,A,P,50000,Y,Y,IN-INTM,146783,1
OLE3565,OLE3565,OLE3565,OLE3565,T,P,50000,Y,Y,IN-LARS,146803,1
OLE3566,OLE3566,OLE3566,OLE3566,A,P,50000,Y,Y,BL-BL,146881,1
OLE3567,OLE3567,OLE3567,OLE3567,A,P,50000,Y,Y,SB-HUMR,147098,1
OLE3568,OLE3568,OLE3568,OLE3568,A,P,50000,Y,Y,NW-ARSC,147122,1
OLE3569,OLE3569,OLE3569,OLE3569,A,P,50000,Y,Y,BL-CEUS,147238,1
OLE3570,OLE3570,OLE3570,OLE3570,R,P,50000,Y,Y,BA-RPAS,147669,1
OLE3571,OLE3571,OLE3571,OLE3571,R,P,50000,Y,Y,SB-PL,147890,1
OLE3572,OLE3572,OLE3572,OLE3572,A,N,50000,Y,Y,BL-PSY,148005,1
OLE3573,OLE3573,OLE3573,OLE3573,A,P,50000,Y,Y,SE-NATS,148021,1
OLE3574,OLE3574,OLE3574,OLE3574,A,P,50000,Y,Y,IN-PHMR,148099,1
OLE3575,OLE3575,OLE3575,OLE3575,A,P,50000,Y,Y,BL-BL,148260,1
OLE3576,OLE3576,OLE3576,OLE3576,T,P,50000,Y,Y,BL-PSY,148558,1
OLE3577,OLE3577,OLE3577,OLE3577,R,P,50000,Y,Y,IN-ENGT,149297,1
OLE3578,OLE3578,OLE3578,OLE3578,R,P,50000,Y,Y,EA-INPR,149304,1
OLE3579,OLE3579,OLE3579,OLE3579,A,N,50000,Y,Y,BL-AFRI,149307,1
OLE3580,OLE3580,OLE3580,OLE3580,A,P,50000,Y,Y,IN-EMER,149423,1
OLE3581,OLE3581,OLE3581,OLE3581,L,P,50000,Y,Y,BL-COLP,149447,1
OLE3582,OLE3582,OLE3582,OLE3582,T,P,50000,Y,Y,,149631,1
OLE3583,OLE3583,OLE3583,OLE3583,T,P,50000,Y,Y,IN-IN,149654,1
OLE3584,OLE3584,OLE3584,OLE3584,A,P,50000,Y,Y,SE-SOCS,150159,1
OLE3585,OLE3585,OLE3585,OLE3585,A,P,50000,Y,Y,UA-VPIT,150231,1
OLE3586,OLE3586,OLE3586,OLE3586,R,P,50000,Y,Y,EA-HUFA,150246,1
OLE3587,OLE3587,OLE3587,OLE3587,R,P,50000,Y,Y,IN-IN,150311,1
OLE3588,OLE3588,OLE3588,OLE3588,R,P,50000,Y,Y,SB-SB,150315,1
OLE3589,OLE3589,OLE3589,OLE3589,A,P,50000,Y,Y,BL-BL,150521,1
OLE3590,OLE3590,OLE3590,OLE3590,R,P,50000,Y,Y,UA-INTP,150695,1
OLE3591,OLE3591,OLE3591,OLE3591,A,N,50000,Y,Y,BL-BL,151036,1
OLE3592,OLE3592,OLE3592,OLE3592,A,N,50000,Y,Y,BL-GEOL,151277,1
OLE3593,OLE3593,OLE3593,OLE3593,A,N,50000,Y,Y,BL-VPGA,151383,1
OLE3594,OLE3594,OLE3594,OLE3594,A,P,50000,Y,Y,BL-EDUC,151745,1
OLE3595,OLE3595,OLE3595,OLE3595,P,P,50000,Y,Y,BL-PSY,151844,1
OLE3596,OLE3596,OLE3596,OLE3596,A,P,50000,Y,Y,BL-BL,151909,1
OLE3597,OLE3597,OLE3597,OLE3597,R,P,50000,Y,Y,BL-BL,152023,1
OLE3598,OLE3598,OLE3598,OLE3598,A,P,50000,Y,Y,SB-DAED,152029,1
OLE3599,OLE3599,OLE3599,OLE3599,A,N,50000,Y,Y,,152075,1
OLE3600,OLE3600,OLE3600,OLE3600,A,P,50000,Y,Y,BL-BL,152212,1
OLE3601,OLE3601,OLE3601,OLE3601,A,P,50000,Y,Y,BL-MATH,152487,1
OLE3602,OLE3602,OLE3602,OLE3602,A,P,50000,Y,Y,UA-IAUD,152580,1
OLE3603,OLE3603,OLE3603,OLE3603,A,P,50000,Y,Y,BL-BL,152627,1
OLE3604,OLE3604,OLE3604,OLE3604,A,P,50000,Y,Y,SE-CACC,152718,1
OLE3605,OLE3605,OLE3605,OLE3605,A,P,50000,Y,Y,SB-ACAD,152863,1
OLE3606,OLE3606,OLE3606,OLE3606,A,P,50000,Y,Y,BL-OPT,153178,1
OLE3607,OLE3607,OLE3607,OLE3607,A,P,50000,Y,Y,SB-COIS,153191,1
OLE3608,OLE3608,OLE3608,OLE3608,A,P,50000,Y,Y,BL-THTR,153247,1
OLE3609,OLE3609,OLE3609,OLE3609,A,P,50000,Y,Y,BL-WEUR,153424,1
OLE3610,OLE3610,OLE3610,OLE3610,A,P,50000,Y,Y,BL-PSY,153435,1
OLE3611,OLE3611,OLE3611,OLE3611,A,P,50000,Y,Y,SB-MAS,153603,1
OLE3612,OLE3612,OLE3612,OLE3612,A,P,50000,Y,Y,IN-IN,153840,1
OLE3613,OLE3613,OLE3613,OLE3613,A,P,50000,Y,Y,BL-BL,154025,1
OLE3614,OLE3614,OLE3614,OLE3614,P,P,50000,Y,Y,SE-HMAN,154105,1
OLE3615,OLE3615,OLE3615,OLE3615,A,P,50000,Y,Y,IN-DMEC,154292,1
OLE3616,OLE3616,OLE3616,OLE3616,A,P,50000,Y,Y,IN-MATH,154422,1
OLE3617,OLE3617,OLE3617,OLE3617,R,P,50000,Y,Y,IN-IN,154528,1
OLE3618,OLE3618,OLE3618,OLE3618,A,P,50000,Y,Y,BL-CMCL,154655,1
OLE3619,OLE3619,OLE3619,OLE3619,A,P,50000,Y,Y,BL-BL,154733,1
OLE3620,OLE3620,OLE3620,OLE3620,A,P,50000,Y,Y,BL-PSY,154824,1
OLE3621,OLE3621,OLE3621,OLE3621,T,P,50000,Y,Y,IN-STLI,154827,1
OLE3622,OLE3622,OLE3622,OLE3622,A,N,50000,Y,Y,UA-VPAD,154958,1
OLE3623,OLE3623,OLE3623,OLE3623,A,P,50000,Y,Y,BL-INFO,155143,1
OLE3624,OLE3624,OLE3624,OLE3624,A,P,50000,Y,Y,BL-BL,155301,1
OLE3625,OLE3625,OLE3625,OLE3625,A,P,50000,Y,Y,BL-PSY,155539,1
OLE3626,OLE3626,OLE3626,OLE3626,A,P,50000,Y,Y,BL-PSY,155559,1
OLE3627,OLE3627,OLE3627,OLE3627,A,P,50000,Y,Y,BL-BL,155575,1
OLE3628,OLE3628,OLE3628,OLE3628,A,P,50000,Y,Y,BL-BL,155601,1
OLE3629,OLE3629,OLE3629,OLE3629,P,P,50000,Y,Y,BL-CEUS,155783,1
OLE3630,OLE3630,OLE3630,OLE3630,A,N,50000,Y,Y,BL-ISS,155861,1
OLE3631,OLE3631,OLE3631,OLE3631,A,N,50000,Y,Y,BL-RPAD,155878,1
OLE3632,OLE3632,OLE3632,OLE3632,A,P,50000,Y,Y,BL-BL,156066,1
OLE3633,OLE3633,OLE3633,OLE3633,R,P,50000,Y,Y,BL-RUAD,156506,1
