CG_CFDA_NBR,OBJ_ID,VER_NBR,CG_CFDA_PGM_TTL_NM,CG_CFDA_MAINT_TYP_ID,ROW_ACTV_IND
16.736,237D10FAAB6EC0B0E043814FD881C0B0,1,Transitional Housing Assistance for Victims of Domestic Violence  Stalking  or Sexual Assault,AUTOMATIC,Y
16.737,237D10FAAB6FC0B0E043814FD881C0B0,1,Gang Resistance Education and Training,AUTOMATIC,Y
17,237D10FAAB1EC0B0E043814FD881C0B0,1,null,MANUAL,Y
17.002,237D10FAA765C0B0E043814FD881C0B0,1,Labor Force Statistics,AUTOMATIC,Y
17.003,237D10FAA766C0B0E043814FD881C0B0,1,Prices and Cost of Living Data,AUTOMATIC,Y
17.004,237D10FAA767C0B0E043814FD881C0B0,1,Productivity and Technology Data,AUTOMATIC,Y
17.005,237D10FAA768C0B0E043814FD881C0B0,1,Compensation and Working Conditions,AUTOMATIC,Y
17.006,237D10FAA769C0B0E043814FD881C0B0,1,Employment Projections Data,AUTOMATIC,Y
17.15,237D10FAA76AC0B0E043814FD881C0B0,1,Employee Benefits Security Administration,AUTOMATIC,Y
17.201,237D10FAA76BC0B0E043814FD881C0B0,1,Registered Apprenticeship and Other Training,AUTOMATIC,Y
17.202,237D10FAA76CC0B0E043814FD881C0B0,1,Certification of Foreign Workers for Temporary Agricultural Employment,AUTOMATIC,Y
17.203,237D10FAA76DC0B0E043814FD881C0B0,1,Labor Certification for Alien Workers,AUTOMATIC,Y
17.207,237D10FAA76EC0B0E043814FD881C0B0,1,Employment Service,AUTOMATIC,Y
17.225,237D10FAA76FC0B0E043814FD881C0B0,1,Unemployment Insurance,AUTOMATIC,Y
17.235,237D10FAA770C0B0E043814FD881C0B0,1,Senior Community Service Employment Program,AUTOMATIC,Y
17.245,237D10FAA771C0B0E043814FD881C0B0,1,Trade Adjustment Assistance_Workers,AUTOMATIC,Y
17.252,237D10FAA772C0B0E043814FD881C0B0,1,Attestations by Employers Using Non-Immigrant Aliens in Specialty Occupations,AUTOMATIC,Y
17.253,237D10FAA773C0B0E043814FD881C0B0,1,Welfare-to-Work Grants to States and Localities,AUTOMATIC,Y
17.254,237D10FAA774C0B0E043814FD881C0B0,1,Welfare-to-Work Grants to Federally Recognized Tribes and Alaska Natives,AUTOMATIC,Y
17.257,237D10FAA775C0B0E043814FD881C0B0,1,One-Stop Career Center Initiative,AUTOMATIC,Y
17.258,237D10FAA776C0B0E043814FD881C0B0,1,WIA Adult Program,AUTOMATIC,Y
17.259,237D10FAA777C0B0E043814FD881C0B0,1,WIA Youth Activities,AUTOMATIC,Y
17.26,237D10FAA778C0B0E043814FD881C0B0,1,WIA Dislocated  Workers,AUTOMATIC,Y
17.261,237D10FAA779C0B0E043814FD881C0B0,1,Employment and Training Administration Pilots  Demonstrations  and Research Projects,AUTOMATIC,Y
17.262,237D10FAA77AC0B0E043814FD881C0B0,1,Employment and Training Administration Evaluations,AUTOMATIC,Y
17.263,237D10FAA77BC0B0E043814FD881C0B0,1,Youth Opportunity Grants,AUTOMATIC,Y
17.264,237D10FAA77CC0B0E043814FD881C0B0,1,Migrant and Seasonal Farmworkers,AUTOMATIC,Y
17.265,237D10FAA77DC0B0E043814FD881C0B0,1,Native American Employment and Training,AUTOMATIC,Y
17.266,237D10FAA77EC0B0E043814FD881C0B0,1,Work Incentives Grant,AUTOMATIC,Y
17.267,237D10FAA77FC0B0E043814FD881C0B0,1,WIA Incentive Grants_Section 503 Grants to States,AUTOMATIC,Y
17.301,237D10FAA780C0B0E043814FD881C0B0,1,Non-Discrimination and Affirmative Action by Federal Contractors and Federally Assisted Construction Contractors,AUTOMATIC,Y
17.302,237D10FAA781C0B0E043814FD881C0B0,1,Longshore and Harbor Workers' Compensation,AUTOMATIC,Y
17.303,237D10FAA782C0B0E043814FD881C0B0,1,Wage and Hour Standards,AUTOMATIC,Y
17.306,237D10FAA783C0B0E043814FD881C0B0,1,Consumer Credit Protection,AUTOMATIC,Y
17.307,237D10FAA784C0B0E043814FD881C0B0,1,Coal Mine Workers' Compensation,AUTOMATIC,Y
17.308,237D10FAA785C0B0E043814FD881C0B0,1,Farm Labor Contractor Registration,AUTOMATIC,Y
17.309,237D10FAA786C0B0E043814FD881C0B0,1,Labor Organization Reports,AUTOMATIC,Y
17.502,237D10FAA787C0B0E043814FD881C0B0,1,Occupational Safety and Health_Susan Harwood Training Grants,AUTOMATIC,Y
17.503,237D10FAA788C0B0E043814FD881C0B0,1,Occupational Safety and Health_State Program,AUTOMATIC,Y
17.504,237D10FAA789C0B0E043814FD881C0B0,1,Consultation Agreements,AUTOMATIC,Y
17.505,237D10FAAB70C0B0E043814FD881C0B0,1,OSHA Data Initiative,AUTOMATIC,Y
17.6,237D10FAA78AC0B0E043814FD881C0B0,1,Mine Health and Safety Grants,AUTOMATIC,Y
17.601,237D10FAA78BC0B0E043814FD881C0B0,1,Mine Health and Safety Counseling and Technical Assistance,AUTOMATIC,Y
17.602,237D10FAA78CC0B0E043814FD881C0B0,1,Mine Health and Safety Education and Training,AUTOMATIC,Y
17.7,237D10FAA78DC0B0E043814FD881C0B0,1,Women's Bureau,AUTOMATIC,Y
17.72,237D10FAA78EC0B0E043814FD881C0B0,1,Employment Programs for People with Disabilities,AUTOMATIC,Y
17.801,237D10FAA78FC0B0E043814FD881C0B0,1,Disabled Veterans' Outreach Program (DVOP),AUTOMATIC,Y
17.802,237D10FAA790C0B0E043814FD881C0B0,1,Veterans' Employment Program,AUTOMATIC,Y
17.803,237D10FAA791C0B0E043814FD881C0B0,1,Uniformed Services Employment and Reemployment Rights,AUTOMATIC,Y
17.804,237D10FAA792C0B0E043814FD881C0B0,1,Local Veterans' Employment Representative Program,AUTOMATIC,Y
17.805,237D10FAA793C0B0E043814FD881C0B0,1,Homeless Veterans Reintegration Project,AUTOMATIC,Y
17.806,237D10FAA794C0B0E043814FD881C0B0,1,Veteran's Preference in Federal Employment,AUTOMATIC,Y
19,237D10FAAB1FC0B0E043814FD881C0B0,1,null,MANUAL,Y
19.2,237D10FAA795C0B0E043814FD881C0B0,1,Claims Against Foreign Governments,AUTOMATIC,Y
19.201,237D10FAA796C0B0E043814FD881C0B0,1,Protection of Ships From Foreign Seizure,AUTOMATIC,Y
19.202,237D10FAA797C0B0E043814FD881C0B0,1,Special Domestic Assignments,AUTOMATIC,Y
19.204,237D10FAA798C0B0E043814FD881C0B0,1,Fishermen's Guaranty Fund,AUTOMATIC,Y
19.3,237D10FAA799C0B0E043814FD881C0B0,1,Program for Study of Eastern Europe and the Independent States of the Former Soviet Union,AUTOMATIC,Y
19.4,237D10FAA79AC0B0E043814FD881C0B0,1,Educational Exchange_Graduate Students,AUTOMATIC,Y
19.401,237D10FAA79BC0B0E043814FD881C0B0,1,Educational Exchange_University Lecturers (Professors) and Research Scholars,AUTOMATIC,Y
19.402,237D10FAA79CC0B0E043814FD881C0B0,1,International Visitors Program,AUTOMATIC,Y
19.403,237D10FAA79DC0B0E043814FD881C0B0,1,American Council of Young Political Leaders,AUTOMATIC,Y
19.404,237D10FAA79EC0B0E043814FD881C0B0,1,Professional Development_International Educators/Administrators,AUTOMATIC,Y
19.405,237D10FAA79FC0B0E043814FD881C0B0,1,Educational Partnerships Program,AUTOMATIC,Y
19.407,237D10FAA7A0C0B0E043814FD881C0B0,1,Teacher Exchange_New Independent States (NIS),AUTOMATIC,Y
19.408,237D10FAA7A1C0B0E043814FD881C0B0,1,Educational Exchange_Teachers from Secondary and Postsecondary Levels and School Administrators,AUTOMATIC,Y
19.409,237D10FAA7A2C0B0E043814FD881C0B0,1,Creative Arts Grants,AUTOMATIC,Y
19.41,237D10FAA7A3C0B0E043814FD881C0B0,1,Educational Exchange_Congress-Bundestag Youth Exchange,AUTOMATIC,Y
19.411,237D10FAA7A4C0B0E043814FD881C0B0,1,Educational Exchange_NIS Secondary School Initiative,AUTOMATIC,Y
19.413,237D10FAA7A5C0B0E043814FD881C0B0,1,Cultural Exchange (Performing Arts),AUTOMATIC,Y
19.414,237D10FAA7A6C0B0E043814FD881C0B0,1,Cultural Exchange (Visual Arts),AUTOMATIC,Y
19.415,237D10FAA7A7C0B0E043814FD881C0B0,1,Professional Exchanges_Annual Open Grant,AUTOMATIC,Y
19.418,237D10FAA7A8C0B0E043814FD881C0B0,1,Educational Exchange_Fulbright American Studies Institutes,AUTOMATIC,Y
19.419,237D10FAA7A9C0B0E043814FD881C0B0,1,Professional Development_Teacher Training,AUTOMATIC,Y
19.42,237D10FAA7AAC0B0E043814FD881C0B0,1,Cooperative Grants,AUTOMATIC,Y
19.421,237D10FAA7ABC0B0E043814FD881C0B0,1,Exchange_English Language Fellow Program,AUTOMATIC,Y
19.422,237D10FAA7ACC0B0E043814FD881C0B0,1,Educational Exchange_Teaching Excellence Awards Program,AUTOMATIC,Y
19.423,237D10FAA7ADC0B0E043814FD881C0B0,1,Exchange_English Language Specialist/Speaker Program,AUTOMATIC,Y
19.424,237D10FAA7AEC0B0E043814FD881C0B0,1,Educational Partnerships Program,AUTOMATIC,Y
19.425,237D10FAA7AFC0B0E043814FD881C0B0,1,Benjamin Gilman International Scholarship,AUTOMATIC,Y
19.5,237D10FAAB71C0B0E043814FD881C0B0,1,Middle East Partnership Initiative (MEPI),AUTOMATIC,Y
19.51,237D10FAAB72C0B0E043814FD881C0B0,1,U.S. Refugee Admissions Program,AUTOMATIC,Y
20,237D10FAAB20C0B0E043814FD881C0B0,1,null,MANUAL,Y
20.1,237D10FAA7B0C0B0E043814FD881C0B0,1,Aviation Education,AUTOMATIC,Y
20.106,237D10FAA7B1C0B0E043814FD881C0B0,1,Airport Improvement Program,AUTOMATIC,Y
20.107,237D10FAA7B2C0B0E043814FD881C0B0,1,Airway Science,AUTOMATIC,Y
20.108,237D10FAA7B3C0B0E043814FD881C0B0,1,Aviation Research Grants,AUTOMATIC,Y
20.109,237D10FAA7B4C0B0E043814FD881C0B0,1,Air Transportation Centers of Excellence,AUTOMATIC,Y
20.205,237D10FAA7B5C0B0E043814FD881C0B0,1,Highway Planning and Construction,AUTOMATIC,Y
20.215,237D10FAA7B6C0B0E043814FD881C0B0,1,Highway Training and Education,AUTOMATIC,Y
20.217,237D10FAA7B7C0B0E043814FD881C0B0,1,Motor Carrier Safety,AUTOMATIC,Y
20.218,237D10FAA7B8C0B0E043814FD881C0B0,1,National Motor Carrier Safety,AUTOMATIC,Y
20.219,237D10FAA7B9C0B0E043814FD881C0B0,1,Recreational Trails Program,AUTOMATIC,Y
20.301,237D10FAA7BAC0B0E043814FD881C0B0,1,Railroad Safety,AUTOMATIC,Y
20.303,237D10FAA7BBC0B0E043814FD881C0B0,1,Grants-in-Aid for Railroad Safety_State Participation,AUTOMATIC,Y
20.312,237D10FAA7BCC0B0E043814FD881C0B0,1,High Speed Ground Transportation_Next Generation High Speed Rail Program,AUTOMATIC,Y
20.313,237D10FAA7BDC0B0E043814FD881C0B0,1,Railroad Research and Development,AUTOMATIC,Y
20.5,237D10FAA7BEC0B0E043814FD881C0B0,1,Federal Transit_Capital Investment Grants,AUTOMATIC,Y
20.502,237D10FAA7BFC0B0E043814FD881C0B0,1,Federal Transit Grants for University Research and Training,AUTOMATIC,Y
20.503,237D10FAA7C0C0B0E043814FD881C0B0,1,Federal Transit Managerial Training Grants,AUTOMATIC,Y
20.505,237D10FAA7C1C0B0E043814FD881C0B0,1,Federal Transit_Metropolitan Planning Grants,AUTOMATIC,Y
20.507,237D10FAA7C2C0B0E043814FD881C0B0,1,Federal Transit_Formula Grants,AUTOMATIC,Y
20.509,237D10FAA7C3C0B0E043814FD881C0B0,1,Formula Grants for Other Than Urbanized Areas,AUTOMATIC,Y
20.511,237D10FAA7C4C0B0E043814FD881C0B0,1,Human Resource Programs,AUTOMATIC,Y
20.512,237D10FAA7C5C0B0E043814FD881C0B0,1,Federal Transit Technical Assistance,AUTOMATIC,Y
20.513,237D10FAA7C6C0B0E043814FD881C0B0,1,Capital Assistance Program for Elderly Persons and Persons with Disabilities,AUTOMATIC,Y
20.514,237D10FAA7C7C0B0E043814FD881C0B0,1,Transit Planning and Research,AUTOMATIC,Y
20.515,237D10FAA7C8C0B0E043814FD881C0B0,1,State Planning and Research,AUTOMATIC,Y
20.516,237D10FAA7C9C0B0E043814FD881C0B0,1,Job Access_Reverse Commute,AUTOMATIC,Y
20.518,237D10FAA7CAC0B0E043814FD881C0B0,1,Capital and Training Assistance Program for Over-the-Road Bus Accessibility,AUTOMATIC,Y
20.6,237D10FAA7CBC0B0E043814FD881C0B0,1,State and Community Highway Safety,AUTOMATIC,Y
20.601,237D10FAA7CCC0B0E043814FD881C0B0,1,Alcohol Traffic Safety and Drunk Driving Prevention Incentive Grants,AUTOMATIC,Y
20.602,237D10FAA7CDC0B0E043814FD881C0B0,1,Occupant Protection,AUTOMATIC,Y
20.603,237D10FAA7CEC0B0E043814FD881C0B0,1,Federal Highway Safety Data Improvements Incentive Grants,AUTOMATIC,Y
20.604,237D10FAA7CFC0B0E043814FD881C0B0,1,Safety Incentive Grants for Use of Seatbelts,AUTOMATIC,Y
20.605,237D10FAA7D0C0B0E043814FD881C0B0,1,Safety Incentives to Prevent Operation of Motor Vehicles by Intoxicated Persons,AUTOMATIC,Y
20.607,237D10FAAB73C0B0E043814FD881C0B0,1,Alcohol Open Container Requirements,AUTOMATIC,Y
20.608,237D10FAAB74C0B0E043814FD881C0B0,1,Minimum Penalties for Repeat Offenders for Driving While Intoxicated,AUTOMATIC,Y
20.7,237D10FAA7D1C0B0E043814FD881C0B0,1,Pipeline Safety,AUTOMATIC,Y
20.701,237D10FAA7D2C0B0E043814FD881C0B0,1,University Transportation Centers Program,AUTOMATIC,Y
20.703,237D10FAA7D3C0B0E043814FD881C0B0,1,Interagency Hazardous Materials Public Sector Training and Planning Grants,AUTOMATIC,Y
20.714,237D10FAA7D4C0B0E043814FD881C0B0,1,National Pipeline Mapping System,AUTOMATIC,Y
20.801,237D10FAA7D5C0B0E043814FD881C0B0,1,Development and Promotion of Ports and Intermodal Transportation,AUTOMATIC,Y
20.802,237D10FAA7D6C0B0E043814FD881C0B0,1,Federal Ship Financing Guarantees,AUTOMATIC,Y
20.803,237D10FAA7D7C0B0E043814FD881C0B0,1,Maritime War Risk Insurance,AUTOMATIC,Y
20.804,237D10FAA7D8C0B0E043814FD881C0B0,1,Operating_Differential Subsidies,AUTOMATIC,Y
20.805,237D10FAA7D9C0B0E043814FD881C0B0,1,Ship Sales,AUTOMATIC,Y
20.806,237D10FAA7DAC0B0E043814FD881C0B0,1,State Marine Schools,AUTOMATIC,Y
20.807,237D10FAA7DBC0B0E043814FD881C0B0,1,U.S. Merchant Marine Academy,AUTOMATIC,Y
20.808,237D10FAA7DCC0B0E043814FD881C0B0,1,Capital Construction Fund,AUTOMATIC,Y
20.81,237D10FAA7DDC0B0E043814FD881C0B0,1,Supplementary Training,AUTOMATIC,Y
20.812,237D10FAA7DEC0B0E043814FD881C0B0,1,Construction Reserve Fund,AUTOMATIC,Y
20.813,237D10FAA7DFC0B0E043814FD881C0B0,1,Maritime Security Fleet Program,AUTOMATIC,Y
20.9,237D10FAA7E0C0B0E043814FD881C0B0,1,Transportation_Consumer Affairs,AUTOMATIC,Y
20.901,237D10FAA7E1C0B0E043814FD881C0B0,1,Payments for Essential Air Services,AUTOMATIC,Y
20.903,237D10FAA7E2C0B0E043814FD881C0B0,1,Support Mechanisms for Disadvantaged Businesses,AUTOMATIC,Y
20.904,237D10FAA7E3C0B0E043814FD881C0B0,1,Bonding Assistance Program,AUTOMATIC,Y
20.905,237D10FAA7E4C0B0E043814FD881C0B0,1,Disadvantaged Business Enterprises_Short Term Lending Program,AUTOMATIC,Y
20.906,237D10FAA7E5C0B0E043814FD881C0B0,1,Hispanic Serving Institutions_Entrepreneurial Training and Technical Assistance,AUTOMATIC,Y
20.907,237D10FAA7E6C0B0E043814FD881C0B0,1,Minority Institutions,AUTOMATIC,Y
20.908,237D10FAA7E7C0B0E043814FD881C0B0,1,Tribal Colleges_Entrepreneurial Training and Technical Assistance,AUTOMATIC,Y
20.92,237D10FAA7E8C0B0E043814FD881C0B0,1,Transportation Statistics Research Grants,AUTOMATIC,Y
20.93,237D10FAAB75C0B0E043814FD881C0B0,1,Payments for Small community Air Service Development,AUTOMATIC,Y
21,237D10FAAB21C0B0E043814FD881C0B0,1,null,MANUAL,Y
21.003,237D10FAA7E9C0B0E043814FD881C0B0,1,Taxpayer Service,AUTOMATIC,Y
21.004,237D10FAA7EAC0B0E043814FD881C0B0,1,Exchange of Federal Tax Information With State Tax Agencies,AUTOMATIC,Y
21.006,237D10FAA7EBC0B0E043814FD881C0B0,1,Tax Counseling for the Elderly,AUTOMATIC,Y
21.008,237D10FAA7ECC0B0E043814FD881C0B0,1,Low-Income Taxpayer Clinics,AUTOMATIC,Y
21.02,237D10FAA7EDC0B0E043814FD881C0B0,1,Community Development Financial Institutions Program,AUTOMATIC,Y
21.021,237D10FAA7EEC0B0E043814FD881C0B0,1,Bank Enterprise Award Program,AUTOMATIC,Y
21.052,237D10FAA7EFC0B0E043814FD881C0B0,1,Alcohol  Tobacco  and Firearms_Training Assistance,AUTOMATIC,Y
21.053,237D10FAA7F0C0B0E043814FD881C0B0,1,Gang Resistance Education and Training,AUTOMATIC,Y
23,237D10FAAB22C0B0E043814FD881C0B0,1,null,MANUAL,Y
23.001,237D10FAA7F1C0B0E043814FD881C0B0,1,Appalachian Regional Development (See individual Appalachian Programs),AUTOMATIC,Y
23.002,237D10FAA7F2C0B0E043814FD881C0B0,1,Appalachian Area Development,AUTOMATIC,Y
23.003,237D10FAA7F3C0B0E043814FD881C0B0,1,Appalachian Development Highway System,AUTOMATIC,Y
23.008,237D10FAA7F4C0B0E043814FD881C0B0,1,Appalachian Local Access Roads,AUTOMATIC,Y
23.009,237D10FAA7F5C0B0E043814FD881C0B0,1,Appalachian Local Development District Assistance,AUTOMATIC,Y
23.011,237D10FAA7F6C0B0E043814FD881C0B0,1,Appalachian State Research  Technical Assistance  and Demonstration Projects,AUTOMATIC,Y
27,237D10FAAB23C0B0E043814FD881C0B0,1,null,MANUAL,Y
27.001,237D10FAA7F7C0B0E043814FD881C0B0,1,Federal Civil Service Employment,AUTOMATIC,Y
27.002,237D10FAA7F8C0B0E043814FD881C0B0,1,Federal Employment Assistance for Veterans,AUTOMATIC,Y
27.003,237D10FAA7F9C0B0E043814FD881C0B0,1,Federal Student Temporary Employment Program,AUTOMATIC,Y
27.005,237D10FAA7FAC0B0E043814FD881C0B0,1,Federal Employment for Individuals With Disabilities,AUTOMATIC,Y
27.006,237D10FAA7FBC0B0E043814FD881C0B0,1,Federal Summer Employment,AUTOMATIC,Y
27.011,237D10FAA7FCC0B0E043814FD881C0B0,1,Intergovernmental Personnel Act (IPA) Mobility Program,AUTOMATIC,Y
27.013,237D10FAA7FDC0B0E043814FD881C0B0,1,Presidential Management Intern Program,AUTOMATIC,Y
29,237D10FAAB24C0B0E043814FD881C0B0,1,null,MANUAL,Y
29.001,237D10FAA7FEC0B0E043814FD881C0B0,1,Clearinghouse Services  Civil Rights Discrimination Complaints,AUTOMATIC,Y
30,237D10FAAB25C0B0E043814FD881C0B0,1,null,MANUAL,Y
30.001,237D10FAA7FFC0B0E043814FD881C0B0,1,Employment Discrimination_Title VII of the Civil Rights Act of 1964,AUTOMATIC,Y
30.002,237D10FAA800C0B0E043814FD881C0B0,1,Employment Discrimination_State and Local Fair Employment Practices Agency Contracts,AUTOMATIC,Y
30.005,237D10FAA801C0B0E043814FD881C0B0,1,Employment Discrimination_Private Bar Program,AUTOMATIC,Y
30.008,237D10FAA802C0B0E043814FD881C0B0,1,Employment Discrimination_Age Discrimination in Employment,AUTOMATIC,Y
30.009,237D10FAA803C0B0E043814FD881C0B0,1,Employment Discrimination Project Contracts_Indian Tribes,AUTOMATIC,Y
30.01,237D10FAA804C0B0E043814FD881C0B0,1,Women's Bureau,AUTOMATIC,Y
30.011,237D10FAA805C0B0E043814FD881C0B0,1,Employment Discrimination_Title I of The Americans with Disabilities Act,AUTOMATIC,Y
32,237D10FAAB26C0B0E043814FD881C0B0,1,null,MANUAL,Y
32.001,237D10FAA806C0B0E043814FD881C0B0,1,Communications Information and Assistance and Investigation of Complaints,AUTOMATIC,Y
33,237D10FAAB27C0B0E043814FD881C0B0,1,null,MANUAL,Y
33.001,237D10FAA807C0B0E043814FD881C0B0,1,Shipping Investigation of Complaints,AUTOMATIC,Y
34,237D10FAAB28C0B0E043814FD881C0B0,1,null,MANUAL,Y
34.001,237D10FAA808C0B0E043814FD881C0B0,1,Labor Mediation and Conciliation,AUTOMATIC,Y
34.002,237D10FAA809C0B0E043814FD881C0B0,1,Labor Management Cooperation,AUTOMATIC,Y
36,237D10FAAB29C0B0E043814FD881C0B0,1,null,MANUAL,Y
36.001,237D10FAA80AC0B0E043814FD881C0B0,1,Fair Competition Counseling and Investigation of Complaints,AUTOMATIC,Y
39,237D10FAAB2AC0B0E043814FD881C0B0,1,null,MANUAL,Y
39.001,237D10FAA80BC0B0E043814FD881C0B0,1,Business Services,AUTOMATIC,Y
39.002,237D10FAA80CC0B0E043814FD881C0B0,1,Disposal of Federal Surplus Real Property,AUTOMATIC,Y
39.003,237D10FAA80DC0B0E043814FD881C0B0,1,Donation of Federal Surplus Personal Property,AUTOMATIC,Y
39.007,237D10FAA80EC0B0E043814FD881C0B0,1,Sale of Federal Surplus Personal Property,AUTOMATIC,Y
39.009,237D10FAA80FC0B0E043814FD881C0B0,1,Federal Citizen Information Center,AUTOMATIC,Y
39.011,237D10FAA810C0B0E043814FD881C0B0,1,Election Reform Payments,AUTOMATIC,Y
40,237D10FAAB2BC0B0E043814FD881C0B0,1,null,MANUAL,Y
40.001,237D10FAA811C0B0E043814FD881C0B0,1,Depository Libraries for Government Publications,AUTOMATIC,Y
40.002,237D10FAA812C0B0E043814FD881C0B0,1,Government Publications Sales and Distribution,AUTOMATIC,Y
42,237D10FAAB2CC0B0E043814FD881C0B0,1,null,MANUAL,Y
42.001,237D10FAA813C0B0E043814FD881C0B0,1,Books for the Blind and Physically Handicapped,AUTOMATIC,Y
42.002,237D10FAA814C0B0E043814FD881C0B0,1,Copyright Service,AUTOMATIC,Y
84.16,237D10FAA90EC0B0E043814FD881C0B0,1,Training Interpreters for Individuals who are Deaf and Individuals who are Deaf-Blind,AUTOMATIC,Y
84.161,237D10FAA90FC0B0E043814FD881C0B0,1,Rehabilitation Services_Client Assistance Program,AUTOMATIC,Y
84.165,237D10FAA910C0B0E043814FD881C0B0,1,Magnet Schools Assistance,AUTOMATIC,Y
84.168,237D10FAA911C0B0E043814FD881C0B0,1,Eisenhower Professional Development_Federal Activities,AUTOMATIC,Y
84.169,237D10FAA912C0B0E043814FD881C0B0,1,Independent Living_State Grants,AUTOMATIC,Y
84.17,237D10FAA913C0B0E043814FD881C0B0,1,Javits Fellowships,AUTOMATIC,Y
84.173,237D10FAA914C0B0E043814FD881C0B0,1,Special Education_Preschool Grants,AUTOMATIC,Y
84.177,237D10FAA915C0B0E043814FD881C0B0,1,Rehabilitation Services_Independent Living Services for Older Individuals Who are Blind,AUTOMATIC,Y
84.181,237D10FAA916C0B0E043814FD881C0B0,1,Special Education_Grants for Infants and Families with Disabilities,AUTOMATIC,Y
84.184,237D10FAA917C0B0E043814FD881C0B0,1,Safe and Drug-Free Schools and Communities_National Programs,AUTOMATIC,Y
84.185,237D10FAA918C0B0E043814FD881C0B0,1,Byrd Honors Scholarships,AUTOMATIC,Y
84.186,237D10FAA919C0B0E043814FD881C0B0,1,Safe and Drug-Free Schools and Communities_State Grants,AUTOMATIC,Y
84.187,237D10FAA91AC0B0E043814FD881C0B0,1,Supported Employment Services for Individuals with Severe Disabilities,AUTOMATIC,Y
84.191,237D10FAA91BC0B0E043814FD881C0B0,1,Adult Education_National Leadership Activities,AUTOMATIC,Y
84.195,237D10FAA91CC0B0E043814FD881C0B0,1,Bilingual Education_Professional Development,AUTOMATIC,Y
84.196,237D10FAA91DC0B0E043814FD881C0B0,1,Education for Homeless Children and Youth,AUTOMATIC,Y
84.2,237D10FAA91EC0B0E043814FD881C0B0,1,Graduate Assistance in Areas of National Need,AUTOMATIC,Y
84.203,237D10FAA91FC0B0E043814FD881C0B0,1,Star Schools,AUTOMATIC,Y
84.206,237D10FAA920C0B0E043814FD881C0B0,1,Javits Gifted and Talented Students Education Grant Program,AUTOMATIC,Y
84.209,237D10FAA921C0B0E043814FD881C0B0,1,Native Hawaiian Family Based Education Centers,AUTOMATIC,Y
84.21,237D10FAA922C0B0E043814FD881C0B0,1,Native Hawaiian Gifted and Talented,AUTOMATIC,Y
84.213,237D10FAA923C0B0E043814FD881C0B0,1,Even Start_State Educational Agencies,AUTOMATIC,Y
84.214,237D10FAA924C0B0E043814FD881C0B0,1,Even Start_Migrant Education,AUTOMATIC,Y
84.215,237D10FAA925C0B0E043814FD881C0B0,1,Fund for the Improvement of Education,AUTOMATIC,Y
84.217,237D10FAA926C0B0E043814FD881C0B0,1,TRIO_McNair Post-Baccalaureate Achievement,AUTOMATIC,Y
84.22,237D10FAA927C0B0E043814FD881C0B0,1,Centers for International Business Education,AUTOMATIC,Y
84.221,237D10FAA928C0B0E043814FD881C0B0,1,Native Hawaiian Special Education,AUTOMATIC,Y
84.224,237D10FAA929C0B0E043814FD881C0B0,1,Assistive Technology,AUTOMATIC,Y
84.229,237D10FAA92AC0B0E043814FD881C0B0,1,Language Resource Centers,AUTOMATIC,Y
84.234,237D10FAA92BC0B0E043814FD881C0B0,1,Projects with Industry,AUTOMATIC,Y
84.235,237D10FAA92CC0B0E043814FD881C0B0,1,Rehabilitation Services Demonstration and Training Programs,AUTOMATIC,Y
84.24,237D10FAA92DC0B0E043814FD881C0B0,1,Program of Protection and Advocacy of Individual Rights,AUTOMATIC,Y
84.243,237D10FAA92EC0B0E043814FD881C0B0,1,Tech-Prep Education,AUTOMATIC,Y
84.245,237D10FAA92FC0B0E043814FD881C0B0,1,Tribally Controlled Postsecondary Vocational and Technical Institutions,AUTOMATIC,Y
84.246,237D10FAA930C0B0E043814FD881C0B0,1,Rehabilitation Short-Term Training,AUTOMATIC,Y
84.25,237D10FAA931C0B0E043814FD881C0B0,1,Rehabilitation Services_American Indians with Disabilities,AUTOMATIC,Y
84.255,237D10FAA932C0B0E043814FD881C0B0,1,Literacy Programs for Prisoners,AUTOMATIC,Y
84.256,237D10FAA933C0B0E043814FD881C0B0,1,Freely Associated States_Education Grant Program,AUTOMATIC,Y
84.257,237D10FAA934C0B0E043814FD881C0B0,1,National Institute for Literacy,AUTOMATIC,Y
84.258,237D10FAA935C0B0E043814FD881C0B0,1,Even Start_Indian Tribes and Tribal Organizations,AUTOMATIC,Y
84.259,237D10FAA936C0B0E043814FD881C0B0,1,Native Hawaiian Vocational Education,AUTOMATIC,Y
84.263,237D10FAA937C0B0E043814FD881C0B0,1,Rehabilitation Training_Experimental and Innovative Training,AUTOMATIC,Y
84.264,237D10FAA938C0B0E043814FD881C0B0,1,Rehabilitation Training_Continuing Education,AUTOMATIC,Y
84.265,237D10FAA939C0B0E043814FD881C0B0,1,Rehabilitation Training_State Vocational Rehabilitation Unit In-Service Training,AUTOMATIC,Y
84.268,237D10FAA93AC0B0E043814FD881C0B0,1,Federal Direct Student Loans,AUTOMATIC,Y
84.269,237D10FAA93BC0B0E043814FD881C0B0,1,Institute for International Public Policy,AUTOMATIC,Y
84.274,237D10FAA93CC0B0E043814FD881C0B0,1,American Overseas Research Centers,AUTOMATIC,Y
84.275,237D10FAA93DC0B0E043814FD881C0B0,1,Rehabilitation Training_General Training,AUTOMATIC,Y
84.281,237D10FAA93EC0B0E043814FD881C0B0,1,Eisenhower Professional Development State Grants,AUTOMATIC,Y
