FIN_COA_CD,ORG_CD,OBJ_ID,VER_NBR,DESCRSHORT,COMPANY,SETID_LOCATION,LOCATION,TAX_LOCATION_CD,MANAGER_UNVL_ID,MANAGER_POSN,BUDGET_YR_END_DT,BUDGET_LVL,GL_EXPENSE,EEO4_FUNCTION,ACCIDENT_INS,SI_ACCIDENT_NUM,HAZARD,ESTABID,RISKCD,FTE_EDIT_INDC,DEPT_TENURE_FLG,TL_DISTRIB_INFO,USE_BUDGETS,USE_ENCUMBRANCES,USE_DISTRIBUTION,BUDGET_DEPTID,DIST_PRORATE_OPTN,HP_STATS_DEPT_CD,HP_STATS_FACULTY,ACCOUNTING_OWNER,COUNTRY_GRP,IU_ORG_MAIL_DRP_CD,IU_ORG_ADDRESS_2,IU_ORG_ADDRESS_3,IU_CAMPUS_CD,IU_CAMPUS_BLDG,IU_CAMPUS_ROOM,IU_POSN_ALLOW_FL,IU_TENURE_ALLOW_FL,IU_TITLE_ALLOW_FL,IU_OCC_UN_ALLOW_FL,ORG_FSCL_APRVR_UID,LAST_UPDATE_DATE
IN,LARS,11400DC3F0FB041EE043814FD881041E,1,IN-LARS,IU,IUINA,IN,IN,OLE4959604187,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-LARS,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,N,OLE4959604187,030204000000
IN,LART,11400DC3F0FC041EE043814FD881041E,1,IN-LART,IU,IUINA,IN,IN,OLE5263304328,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-LART,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE1364506195,030210000000
IN,LAW,11400DC3F0FD041EE043814FD881041E,1,IN-LAW,IU,IUINA,IN,IN,OLE1659102154,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-LAW,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE1659102154,040107000000
IN,LAWL,11400DC3F0FE041EE043814FD881041E,1,IN-LAWL,IU,IUINA,IN,IN,OLE1659102154,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-LAWL,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,N,OLE1659102154,040107000000
IN,LBST,11400DC3F0FF041EE043814FD881041E,1,IN-LBST,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-LBST, , , , , , , , ,IN,null, ,N,Y,Y,N,null,021102000000
IN,LETR,11400DC3F100041EE043814FD881041E,1,IN-LETR,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-LETR, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,LIBD,11400DC3F101041EE043814FD881041E,1,IN-LIBD,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-LIBD, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,LIBH,11400DC3F102041EE043814FD881041E,1,IN-LIBH,IU,IUINA,IN,IN,null,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-LIBH,null,null,null,null,null,null,null,null,IN,null,null,N,N,Y,N,null,041101000000
IN,LIBM,11400DC3F103041EE043814FD881041E,1,IN-LIBM,IU,IUINA,IN,IN,OLE1680308253,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-LIBM,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE1680308253,030210000000
IN,LIBR,11400DC3F104041EE043814FD881041E,1,IN-LIBR,IU,IUINA,IN,IN,OLE3723004024,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-LIBR,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,N,OLE4430604374,040706000000
IN,LIBS,11400DC3F40B041EE043814FD881041E,1,IN-LIBS,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,Y,null,null,040615000000
IN,LLC,11400DC3F40C041EE043814FD881041E,1,IN-LLC,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,Y,null,null,040615000000
IN,LRES,11400DC3F40D041EE043814FD881041E,1,IN-LRES,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,Y,null,null,040615000000
IN,LRNT,11400DC3F105041EE043814FD881041E,1,IN-LRNT,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-LRNT, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,MAIL,11400DC3F106041EE043814FD881041E,1,IN-MAIL,IU,IUINA,IN,IN,OLE5576601733,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-MAIL,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,N,OLE5576601733,040227000000
IN,MALY,11400DC3F107041EE043814FD881041E,1,IN-MALY,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-MALY, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,MANU,11400DC3F108041EE043814FD881041E,1,IN-MANU,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-MANU, , , , , , , , ,IN,null, ,N,Y,Y,N,null,021102000000
IN,MAS,11400DC3F109041EE043814FD881041E,1,IN-MAS,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-MAS, , , , , , , , ,IN,null, ,N,Y,Y,N,null,021102000000
IN,MATH,11400DC3F10A041EE043814FD881041E,1,IN-MATH,IU,IUINA,IN,IN,OLE5535209660, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-MATH, , , , , , , , ,IN,null, ,Y,Y,Y,N,OLE2007901595,021102000000
IN,MCIM,11400DC3F10B041EE043814FD881041E,1,IN-MCIM,IU,IUINA,IN,IN,OLE4287502068, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-MCIM, , , , , , , , ,IN,null, ,Y,Y,Y,N,OLE4287502068,021102000000
IN,MDCO,11400DC3F10C041EE043814FD881041E,1,IN-MDCO,IU,IUINA,IN,IN,OLE1469805442, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-MDCO, , , , , , , , ,IN,null, ,Y,N,Y,N,OLE1170706400,021102000000
IN,MDEP,11400DC3F10D041EE043814FD881041E,1,IN-MDEP,IU,IUINA,IN,IN,OLE1469805442, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-MDEP, , , , , , , , ,IN,null, ,Y,Y,Y,N,OLE1170706400,021102000000
IN,MECH,11400DC3F10E041EE043814FD881041E,1,IN-MECH,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-MECH, , , , , , , , ,IN,null, ,N,Y,Y,N,null,021102000000
IN,MED,11400DC3F10F041EE043814FD881041E,1,IN-MED,IU,IUINA,IN,IN,OLE2855702943,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-MED,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE2845700356,031103000000
IN,MEDA,11400DC3F110041EE043814FD881041E,1,IN-MEDA,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-MEDA, , , , , , , , ,IN,null, ,N,Y,Y,N,null,021102000000
IN,MEDD,11400DC3F111041EE043814FD881041E,1,IN-MEDD,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-MEDD, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,MEDE,11400DC3F112041EE043814FD881041E,1,IN-MEDE,IU,IUINA,IN,IN,OLE5607503790,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-MEDE,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,N,OLE5607503790,030513000000
IN,MEDF,11400DC3F113041EE043814FD881041E,1,IN-MEDF,IU,IUINA,IN,IN,OLE5607503790,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-MEDF,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,N,OLE5607503790,030513000000
IN,MEDL,11400DC3F114041EE043814FD881041E,1,IN-MEDL,IU,IUINA,IN,IN,OLE5607503790,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-MEDL,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,N,OLE5607503790,030513000000
IN,MEDM,11400DC3F115041EE043814FD881041E,1,IN-MEDM,IU,IUINA,IN,IN,OLE5607503790,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-MEDM,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,N,OLE5607503790,030513000000
IN,MEDN,11400DC3F116041EE043814FD881041E,1,IN-MEDN,IU,IUINA,IN,IN,OLE2067406910,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-MEDN,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,Y,OLE2067406910,030204000000
IN,MEDR,11400DC3F117041EE043814FD881041E,1,IN-MEDR,IU,IUINA,IN,IN,null,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-MEDR,null,null,null,null,null,null,null,null,IN,null,null,N,N,N,N,null,030513000000
IN,MEDS,11400DC3F118041EE043814FD881041E,1,IN-MEDS,IU,IUINA,IN,IN,OLE5607503790,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-MEDS,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,Y,OLE5607503790,030513000000
IN,MEDT,11400DC3F119041EE043814FD881041E,1,IN-MEDT,IU,IUINA,IN,IN,OLE5607503790,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-MEDT,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,N,OLE5607503790,030513000000
IN,MEDU,11400DC3F36E041EE043814FD881041E,1,IN-MEDU,IU,null,null,null,OLE1469805442,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,EH 317,null,IN,null,null,Y,null,Y,null,OLE1170706400,040223000000
IN,MELB,11400DC3F11A041EE043814FD881041E,1,IN-MELB,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-MELB, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,MGMT,11400DC3F11B041EE043814FD881041E,1,IN-MGMT,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-MGMT, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,MHUM,11400DC3F362041EE043814FD881041E,1,IN-MHUM,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,N,null,null,null,null,030314000000
IN,MILS,11400DC3F11C041EE043814FD881041E,1,IN-MILS,IU,IUINA,IN,IN,OLE4004609468, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-MILS, , , , , , , , ,IN,null, ,Y,N,Y,N,OLE4004609468,021102000000
IN,MISC,11400DC3F11D041EE043814FD881041E,1,IN-MISC,IU,IUINA,IN,IN,OLE2845700356,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-MISC,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,N,OLE5344900879,041101000000
IN,MKTG,11400DC3F11E041EE043814FD881041E,1,IN-MKTG,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-MKTG, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,MMGE,11400DC3F11F041EE043814FD881041E,1,IN-MMGE,IU,IUINA,IN,IN,OLE3526803109,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-MMGE,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE3526803109,030204000000
IN,MREL,11400DC3F120041EE043814FD881041E,1,IN-MREL,IU,IUINA,IN,IN,OLE5101601385,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-MREL,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,N,OLE5630801602,040715000000
IN,MRES,11400DC3F121041EE043814FD881041E,1,IN-MRES,IU,IUINA,IN,IN,OLE1469805442,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-MRES,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,N,OLE1170706400,040825000000
IN,MSCI,11400DC3F122041EE043814FD881041E,1,IN-MSCI,IU,IUINA,IN,IN,OLE1893804727,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-MSCI,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,N,OLE1893804727,040715000000
IN,MSDS,11400DC3F123041EE043814FD881041E,1,IN-MSDS,IU,IUINA,IN,IN,OLE1469805442,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-MSDS,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,N,OLE1170706400,041101000000
IN,MSMS,11400DC3F3A8041EE043814FD881041E,1,IN-MSMS,IU,null,null,null,OLE6291109390,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,Y,null,null,null,OLE5607503790,040603000000
IN,MTEC,11400DC3F124041EE043814FD881041E,1,IN-MTEC,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-MTEC, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,MUS,11400DC3F125041EE043814FD881041E,1,IN-MUS,IU,IUINA,IN,IN,OLE5171509918,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-MUS,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE4298309976,031014000000
IN,MVOL,11400DC3F3A0041EE043814FD881041E,1,IN-MVOL,IU,null,null,null,OLE1469805442,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,Y,null,Y,null,OLE1469805442,031002000000
IN,NATA,11400DC3F40E041EE043814FD881041E,1,IN-NATA,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,Y,null,null,040615000000
IN,NCPG,11400DC3F128041EE043814FD881041E,1,IN-NCPG,IU,IUINA,IN,IN,OLE5263304328, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-NCPG, , , , , , , , ,IN,null, ,Y,N,N,N,OLE1364506195,021102000000
IN,NEPH,11400DC3F126041EE043814FD881041E,1,IN-NEPH,IU,null,null,null,OLE3027305567,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,Y,null,null,null,OLE3232007851,040318000000
IN,NEUR,11400DC3F127041EE043814FD881041E,1,IN-NEUR,IU,IUINA,IN,IN,OLE2681701139,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-NEUR,null,null,null,null,null,null,EH 125,null,IN,null,null,Y,Y,Y,N,OLE5564804827,041101000000
IN,NIFS,11400DC3F3AE041EE043814FD881041E,1,IN-NIFS,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,null,null,null,031110000000
IN,NURS,11400DC3F129041EE043814FD881041E,1,IN-NURS,IU,null,null,null,OLE3344009440,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,null,OLE5755503337,041215000000
IN,NUTR,11400DC3F12A041EE043814FD881041E,1,IN-NUTR,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,Y,null,null,040405000000
IN,OACA,11400DC3F12B041EE043814FD881041E,1,IN-OACA,IU,null,null,null,OLE3771303577,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,Y,null,null,null,OLE3771303577,040113000000
IN,OADT,11400DC3F12C041EE043814FD881041E,1,IN-OADT,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-OADT, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,OBGY,11400DC3F12D041EE043814FD881041E,1,IN-OBGY,IU,IUINA,IN,IN,OLE4965200876,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-OBGY,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,Y,OLE1226904798,030925000000
IN,OCRF,11400DC3F30D041EE043814FD881041E,1,IN-OCRF,IU,null,null,null,OLE2532408486,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,Y,null,null,null,OLE5607503790,040504000000
IN,ODIA,11400DC3F12E041EE043814FD881041E,1,IN-ODIA,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-ODIA, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,ONCO,11400DC3F12F041EE043814FD881041E,1,IN-ONCO,IU,IUINA,IN,IN,OLE3954101482,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-ONCO,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE3102209996,030210000000
IN,OPTH,11400DC3F130041EE043814FD881041E,1,IN-OPTH,IU,null,null,null,OLE2169500830,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE6044901223,041119000000
IN,ORFD,11400DC3F131041EE043814FD881041E,1,IN-ORFD,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-ORFD, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,ORTS,11400DC3F132041EE043814FD881041E,1,IN-ORTS,IU,IUINA,IN,IN,OLE2477306322,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-ORTS,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE2477306322,030210000000
IN,OSMP,11400DC3F133041EE043814FD881041E,1,IN-OSMP,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-OSMP, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,OTHN,11400DC3F134041EE043814FD881041E,1,IN-OTHN,IU,IUINA,IN,IN,OLE2381600911,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-OTHN,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE2381600911,040226000000
IN,OVER,11400DC3F40F041EE043814FD881041E,1,IN-OVER,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,Y,null,null,040615000000
IN,OVM,11400DC3F13E041EE043814FD881041E,1,IN-OVM,IU,null,null,null,OLE1680308253,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,N,OLE2200400621,030121000000
IN,PADO,11400DC3F135041EE043814FD881041E,1,IN-PADO,IU,IUINA,IN,IN,OLE3184309620,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PADO,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,N,OLE3184309620,040318000000
IN,PAII,11400DC3F136041EE043814FD881041E,1,IN-PAII,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-PAII, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,PATH,11400DC3F137041EE043814FD881041E,1,IN-PATH,IU,IUINA,IN,IN,OLE5370700381, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-PATH, , , , , , , , ,IN,null, ,Y,Y,Y,N,OLE1200708313,021102000000
IN,PAY,11400DC3F138041EE043814FD881041E,1,IN-PAY,IU,IUINA,IN,IN,OLE4660302992,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PAY,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,N,OLE4660302992,031009000000
IN,PBEH,11400DC3F139041EE043814FD881041E,1,IN-PBEH,IU,IUINA,IN,IN,OLE5505306341,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PBEH,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,N,OLE5505306341,030422000000
IN,PBHL,11400DC3F13A041EE043814FD881041E,1,IN-PBHL,IU,IUINA,IN,IN,OLE3463501705,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PBHL,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE3463501705,040405000000
IN,PBIO,11400DC3F13B041EE043814FD881041E,1,IN-PBIO,IU,IUINA,IN,IN,OLE3686309824,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PBIO,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE3236001621,030411000000
IN,PCDC,11400DC3F13C041EE043814FD881041E,1,IN-PCDC,IU,IUINA,IN,IN,OLE5248201148,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PCDC,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,N,OLE5248201148,030806000000
IN,PCRD,11400DC3F13D041EE043814FD881041E,1,IN-PCRD,IU,IUINA,IN,IN,OLE3709601315,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PCRD,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,N,OLE3709601315,041004000000
IN,PD,11400DC3F13F041EE043814FD881041E,1,IN-PD,IU,IUINA,IN,IN,OLE1409801740,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PD,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,N,OLE1409801740,040317000000
IN,PDCE,11400DC3F140041EE043814FD881041E,1,IN-PDCE,IU,IUINA,IN,IN,OLE3328902578,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PDCE,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,N,OLE3328902578,030422000000
IN,PDTS,11400DC3F141041EE043814FD881041E,1,IN-PDTS,IU,IUINA,IN,IN,OLE3328902578,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PDTS,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,N,OLE3328902578,030422000000
IN,PDVL,11400DC3F142041EE043814FD881041E,1,IN-PDVL,IU,null,null,null,OLE4089203889,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,Y,null,Y,null,OLE4089203889,040609000000
IN,PE,11400DC3F143041EE043814FD881041E,1,IN-PE,IU,IUINA,IN,IN,OLE4004609468, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-PE, , , , , , , , ,IN,null, ,Y,N,N,N,OLE4004609468,021102000000
IN,PED,11400DC3F144041EE043814FD881041E,1,IN-PED,IU,IUINA,IN,IN,OLE5505306341,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PED,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE5505306341,030422000000
IN,PEDB,11400DC3F383041EE043814FD881041E,1,IN-PEDB,IU,null,null,null,OLE1758506777,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,null,OLE1800105002,030806000000
IN,PEDC,11400DC3F145041EE043814FD881041E,1,IN-PEDC,IU,IUINA,IN,IN,OLE5505306341,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PEDC,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,N,OLE5505306341,030415000000
IN,PEDG,11400DC3F146041EE043814FD881041E,1,IN-PEDG,IU,IUINA,IN,IN,OLE5505306341,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PEDG,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,N,OLE5505306341,030422000000
IN,PEDU,11400DC3F147041EE043814FD881041E,1,IN-PEDU,IU,IUINA,IN,IN,OLE5505306341,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PEDU,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,N,OLE5505306341,030422000000
IN,PEIR,11400DC3F361041EE043814FD881041E,1,IN-PEIR,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,N,null,null,null,null,030314000000
IN,PENB,11400DC3F38E041EE043814FD881041E,1,IN-PENB,IU,null,null,null,OLE1758506777,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,Y,N,N,null,OLE1800105002,040716000000
IN,PEND,11400DC3F148041EE043814FD881041E,1,IN-PEND,IU,IUINA,IN,IN,OLE3328902578,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PEND,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,N,OLE3328902578,030422000000
IN,PERS,11400DC3F149041EE043814FD881041E,1,IN-PERS,IU,IUINA,IN,IN,OLE5505306341,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PERS,null,null,null,null,null,null,null,null,IN,IN013A,5900,Y,N,N,N,OLE1693803096,031222000000
IN,PGAS,11400DC3F14A041EE043814FD881041E,1,IN-PGAS,IU,IUINA,IN,IN,OLE5248201148,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PGAS,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,N,OLE5248201148,030415000000
IN,PGEN,11400DC3F14B041EE043814FD881041E,1,IN-PGEN,IU,IUINA,IN,IN,OLE5505306341,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PGEN,null,null,null,null,null,null,null,null,IN,null,null,Y,N,Y,N,OLE5505306341,030422000000
IN,PGME,11400DC3F33F041EE043814FD881041E,1,IN-PGME,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,IN,null,null,null,null,null,null,null,030129000000
IN,PHAR,11400DC3F14C041EE043814FD881041E,1,IN-PHAR,IU,IUINA,IN,IN,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,IN-PHAR, , , , , , , , ,IN,null, ,N,N,Y,N,null,021102000000
IN,PHED,11400DC3F14D041EE043814FD881041E,1,IN-PHED,IU,IUINA,IN,IN,OLE4004609468,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,IN-PHED,null,null,null,null,null,null,null,null,IN,null,null,Y,Y,Y,N,OLE4004609468,040715000000
